manufacturing_orders.uid,manufacturing_orders.name,manufacturing_orders.release_date,manufacturing_orders.due_date,manufacturing_orders.max_cost,manufacturing_orders.problem_id
mo:0832a826eb284a72885b9a98a2a230a2,mo031,668,718,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:e00665226ef84fe595ff155cdd0f96f4,mo032,517,597,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:219daed9f5b645db9626bc40203ea8c3,mo033,475,525,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:20b2e15552d64397b2cf32b3d03521ea,mo034,73,153,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:a28f636e6dae436db81ef59ecf100be3,mo035,278,348,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:20e20579194a42aa8d352498b3a507e1,mo036,331,411,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:c16d5312cab34a3abb79bfb29c494ee1,mo037,473,543,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:76fb908c1ddb49dd9c2ef01fc4218686,mo038,425,515,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:0b7f8ea4db6b49e295cb3504b7d52020,mo039,637,727,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:cd8a7159a5ed43708ab7d6d80a4790c3,mo040,20,80,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:ffee2c2e44a446d1ba7d554c3a13be2c,mo041,144,224,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:cbbc455c9c9e43fbbf818320c0aff2f3,mo042,418,478,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:54b7c2d1f0df48eeabcd255ea316c31b,mo043,295,365,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:807ce0c660554a0aa8e757990e0b7be9,mo044,136,216,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:346c8cf5925a40899f8803f988bc884a,mo045,164,244,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:62558b2b968d4267a876074e956f229c,mo046,500,580,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:baa95f152ec448fab55314258dd869b9,mo047,319,389,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:f7ce66ba7db84fa484b42e3e39b9a868,mo048,592,672,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:d0af9ed1acdb499cb00f5d0806f44605,mo049,652,722,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:cea92415d6e843daa4af5977f4d6667f,mo050,492,552,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:e44524755a7342128091b5464a35be21,mo051,538,618,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:27ec3eb3f1794919a8b2ce552eb1d731,mo052,211,301,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:da19aaf1e35246e38962b95f16db2321,mo053,499,589,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:7cc538b8764647b4815051ad84228c07,mo054,20,90,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:dd08ada280e44ceb917e66e550474bfe,mo055,606,696,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:d4693bdd9e764ce79b2de0d94bb2f74a,mo056,266,316,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:2ed68a826c1e4cd897facac35289ec27,mo057,314,384,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:29d44cf81bb94314a32d857d678ca735,mo058,726,816,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:67a6ed8c540c4255aac754d9c545d7c6,mo059,264,354,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:06aee9687cfb482793547569431eb217,mo060,369,439,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:43e7dfb2bee740afb363d40f06ff7179,mo061,166,246,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:48404bfecaf74b18a9c2c27d380ae32c,mo062,509,589,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:e5315d92f8cc4c90a33ca0ccc35254eb,mo063,206,256,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:4a0475c7c7d0444d945229ce9562b8b3,mo064,428,478,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:14753b6074e44bdba6762570e2665e2f,mo065,24,84,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:113e334117bf45e893666776973bb678,mo066,619,669,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:56b58ee7679947008f6207eaff8b0752,mo067,665,715,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:967a63e35e804e669dc8a863c7f56c66,mo068,547,597,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:24c2edfbba7b4f2c9083899b554a86a3,mo069,548,618,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:0507e0d5ac6c408ea4adf452a8c0a58a,mo070,151,211,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:b079e83c3b654d348b6e68e0773d495e,mo071,401,451,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:cf6b86096b6844d3821bed662954d65d,mo072,113,183,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:dad6053423b84eb0b106ce85ff9a4d7d,mo073,520,600,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:5864ebc821be413c8bed08b05c7f06b1,mo074,272,322,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:66236babb08841e4beb466dcdbed4cb8,mo075,58,128,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:a3aafe070398422c9fd6fa15a3b3a278,mo076,392,462,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:749a8f283f3240acbcd3962e66d10148,mo077,290,360,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:c7865cb4645c483b8113380d5b8c2759,mo078,277,347,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:43837b3938714c25b32caf576d6911f1,mo079,300,350,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:24086ef85fab4374ba894157c0276fe4,mo080,483,573,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:ea1f9a92db9e492da91e1a8f14c8fd32,mo081,167,217,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:e61ca060fa42417e977f94ad69bba644,mo082,272,362,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:06ec463e16b642c09f1750929510294f,mo083,201,261,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:34f61718c03b4552a926cf062a9894f0,mo084,585,635,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:fe10dff41d3b4aa7b93f45ad6ecce4d1,mo085,367,437,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:90e38600fad443a0b486f23fb6b3b493,mo086,590,670,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:8071208436574ea7a4160474f99db132,mo087,209,259,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:0ee20ee2b4d94e7fa5ff5320b107bf40,mo088,413,473,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:e525cdb597df41e6a558f963d6621fa7,mo089,149,199,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:497186ba380c47bc821702712d0b5193,mo090,274,354,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:b1c54cbfe9f8421dbd2901cb1f0ee05d,mo091,636,706,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:d9241d8469dc4764a03165f20cb56de1,mo092,49,129,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:0e3c6bf73b6244c2b03bd168e46abb88,mo093,342,432,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:1b4046c8a48b4323a103a0783ff33283,mo094,315,395,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:f343c012f26b41aca7b552440531bd0a,mo095,403,483,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:bbb63fd6ed2d44e6bc092d5fe115ab3f,mo096,536,606,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:5b074029d7354376b1396a9dc7c83ad8,mo097,542,602,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:9d929b6d6dc24e029cc0acd7ab0c0f8a,mo098,582,662,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:fac5dff42db54be1915d5cf155f3177e,mo099,400,450,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:8ce0e3c3e9414ba1b293f9388539f0c4,mo100,104,174,,pb:182247f67fb54c7ba06dc9470fbafbdb
mo:392f6388ea6346faa98dcb7c7fafb70b,mo001,275,335,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:450678eed12445af9c312d5f4d927945,mo002,567,617,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:53d90c59cc5f4a619aa8042121972df5,mo003,79,129,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:9de7fad07de549c2b17211f48f597960,mo004,149,229,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:deaccfce0b144884839665d530fad585,mo005,428,488,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:573308feb28942b49a6f696cf3d8754d,mo006,475,555,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:9946f644d22243c9885b55562c19dcbf,mo007,497,587,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:a388fe2fb9dc4ea7bb30e77fe7565990,mo008,507,587,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:084a1b3767ef4199a1d107a2474f9f1d,mo009,349,429,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:b7b2eadcfa1042708593bcbeb4644515,mo010,676,756,,pb:9368c6b675d94fdea5abedfe9e83049d
mo:47e2ba9348734868b8764fe2ab4abdb6,mo001,475,535,,pb:366af757c2744b7daaa7388c4175b34e
mo:8f7a52fb75c2425b92860bddda20fbd6,mo002,524,594,,pb:366af757c2744b7daaa7388c4175b34e
mo:a5fde135c52446e8ae3a8d6e0e5f6031,mo003,322,392,,pb:366af757c2744b7daaa7388c4175b34e
mo:e79aa4788b8a413782b7293845490f4d,mo004,719,789,,pb:366af757c2744b7daaa7388c4175b34e
mo:106ec1f6c1a44dda9f164420d75ea30a,mo005,32,92,,pb:366af757c2744b7daaa7388c4175b34e
mo:9923da44ebb047d7b4b3dd1eb0388302,mo006,21,111,,pb:366af757c2744b7daaa7388c4175b34e
mo:b8cbbe243b864888a12dde570dadab14,mo007,649,719,,pb:366af757c2744b7daaa7388c4175b34e
mo:ad27e825ea2b470783dd14eda1071b02,mo008,495,545,,pb:366af757c2744b7daaa7388c4175b34e
mo:a6ded1b64cd5460d9bf72b71162f7bfb,mo009,145,215,,pb:366af757c2744b7daaa7388c4175b34e
mo:ccd7d50bf9db4d58a9a31a473c367bad,mo010,653,703,,pb:366af757c2744b7daaa7388c4175b34e
mo:f07938d1851748838849f6f5da611eb1,mo001,37,97,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:05d995393dd542aca771bc937e8def7f,mo002,285,365,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:164d6086d9fa4be9bfcf67e602ed5398,mo003,356,406,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:1843d7d76abf4d89afda9858985d9ce3,mo004,530,620,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:c3dace4218834a74bb322a048aa69972,mo005,31,111,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:175c8d017fe645f7b9421b3be31f6be4,mo006,28,108,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:7c73ec5b34444bfb86afccc807e96494,mo007,703,753,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:6578fc0b7fad4ec9aa5fc253d471cc09,mo008,224,294,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:d6c1820e0ecd46a0a3caeff3bb941f99,mo009,365,455,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:8f6785d7aad1419980598c4299ae9318,mo010,105,165,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:1d6892ebd95d46bd88149db01437a3f0,mo011,187,237,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:7eda3da7f7584831b0a8ef5a849a5fe0,mo012,264,314,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:5390400490504cf990eb3e37579043c3,mo013,609,689,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:dddb7fd659ba4ffcaee2b531236945ec,mo014,550,620,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:6204bc913b9c456bb055a644047f868d,mo015,488,558,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:816a1fbaa367406984f71c191f42d681,mo016,652,732,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:3eacaf135a074eb98999cead6c1275b3,mo017,92,142,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:53f848c0f77147009232dac9f7fda2a7,mo018,550,610,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:18e806003547455fab412662b3d1751a,mo019,267,357,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:e35747abc43e4b1dbc99efd1d15eca05,mo020,292,382,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:48320b00c203451ca3d156b9abe8d4f4,mo021,29,109,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:48e6cfe02b104da3b75d4026258e596f,mo022,616,696,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:e4b6dbc393814a948d07789b933aa2e7,mo023,311,371,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:bbbcacfb62a54e35bd15b89e0a32c9d7,mo024,224,304,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:8f5962b88d7442b281089fcbf094b00e,mo025,346,426,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:ea7d27fdf6e248e0b235c7e978247cd6,mo026,456,516,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:99e19b18fe3745b4878ff1e3b35f046c,mo027,18,108,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:3d0c98f28f9342b1953b84fa862819a9,mo028,461,541,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:ee08030b0e9a4140af91b31fc9ca10c4,mo029,700,790,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:0f517bbe5b85435e9995eaa49672d01f,mo030,598,658,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:f891014133494688801fd2a6225c0709,mo031,458,548,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:96f3cd5100174aaea37f51c409a70cae,mo032,720,810,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:bf0877018aa94329b4d33a37444ec6ff,mo033,399,459,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:ea61747fcd4e4ef98268d4479dac8c31,mo034,35,125,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:ad0a69cf58ab4020bee2e48da6189167,mo035,686,746,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:173393bd168244c0a700004d63a5b954,mo036,512,602,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:b2d9e3b6c0244f7a97a2fbb837aa8ef1,mo037,437,527,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:574c1d7312f145b7b6b7c33a333bb1a7,mo038,534,604,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:be5c3a10c0d441f1965a1c44f9cbdd78,mo039,544,604,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:eb90d6c57fb141d49270ae18502c1951,mo040,600,670,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:00351c5fa0ea42c482499881c3b093c4,mo041,88,138,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:43f754d11f58457192845406100de991,mo042,366,446,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:1dc83a6cf99e4009a7bfa4dff5612984,mo043,43,113,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:e20f42cc77e1412d9b744fae9b301185,mo044,252,332,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:e554b2f6f42b47fdb36e9f46e8f7ee8a,mo045,658,728,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:3bfbfcb299514f2ab4bb254d6d2af078,mo046,369,439,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:b33be5813e01495695caa10488c07a3f,mo047,33,123,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:7ff58dc2df5a4f6ead32ecacbb2899f0,mo048,385,435,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:599d187f33b64f06857571d159e12864,mo049,287,337,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:0e56457f8e26479695c4f201ed42af35,mo050,410,460,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:35df7a02a277411787c764f30908147d,mo051,7,87,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:92a0d0315cf64e7c955373a99accab04,mo052,343,423,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:571d3b288aa24fed8123fd0876dfa68f,mo053,439,499,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:02004cb297a44d4f9435fd3abe7a379b,mo054,568,618,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:dcd8326207ed47218c7a5160f7a24219,mo055,670,740,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:ee91bb6c1bdb4da5bdcc5293697142ba,mo056,485,575,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:5489a0d5b3fb41d7b1e2491296f79a8a,mo057,272,332,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:c56fddab5fef4e10b38445f3afebf240,mo058,658,728,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:ec8ba015dde645cf86a73d599c1037ff,mo059,694,754,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:42658893f2524927a5f7ab65a1c20e8f,mo060,598,688,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:056368a41383419bab25a157d3767af8,mo061,689,749,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:f621742bf2a04e948b830a27632015d4,mo062,181,241,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:e428b26152254f139d686b169c485d81,mo063,159,209,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:365c8379983e4c508cdfd28e3276bd8b,mo064,736,816,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:018e77b1a0bd48478a93b8b6a4fd33b6,mo065,661,711,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:9880d785b47341c38640b1363ea98c88,mo066,598,688,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:31b2e401bd9c461d9c7842d65fcf2db0,mo067,430,490,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:0449ffa18d3842279ff1931246c9721c,mo068,540,630,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:9f01a7fe6afa42d09b40ee3f6953f658,mo069,494,554,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:54a76398b1df4520ac3ff0f97498773f,mo070,140,220,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:d0d22e1d02694818a226d55ba9fe5993,mo071,393,463,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:303544b07031416190384bdff6eba30c,mo072,385,435,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:3470aa9b84f647e3b7772bb85b3e62a2,mo073,571,651,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:3951f70e82b44830b52154bcffdd5747,mo074,698,758,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:492f513588614c17b14263957824869c,mo075,150,220,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:4574b3e44e01432993b070abaf94d2e9,mo076,257,317,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:60a96c6cd179479daacbd48171e49631,mo077,14,94,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:887e0ccb40b842578c38894a2df5f0f8,mo078,148,198,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:5dd21dc742264dc0a5133528022b1384,mo079,132,192,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:636835677ecd431589153ad4c7e14d30,mo080,652,702,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:9818175187a540c2b879a2ece4b15dbe,mo081,21,91,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:ff717cd0c5b24c5dafb8be15602e585b,mo082,626,716,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:5b0b7a766edf481bbf6e096989469d80,mo083,561,631,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:04706fe65eb2420a8ebff641bd93c827,mo084,374,464,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:7949e404c81b4f68a76a77c1f578ea01,mo085,98,148,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:8ce56becdc1a4ef0afed9c7ee31a73f2,mo086,724,784,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:83627f1fc3ee46f9a9657cd4b68502b0,mo087,500,580,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:1d4eb22072f14e87948b62d16a6eff02,mo088,580,670,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:9f110e86546b4bf5a5e5b4126d8562c0,mo089,375,435,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:8bc0c63e9d9543f39b8e548e7c7430fc,mo090,456,526,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:308488577571455191f5a2504b6f315a,mo091,139,219,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:f21cefd2651d42a89e8bbf86aed2a777,mo092,60,110,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:209b96df9a8e44f894141167b24f9a7c,mo093,709,759,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:2df97fccede046b6bd037e422b13334d,mo094,596,656,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:a6dccef111e0421587303a8d0d2faf66,mo095,42,112,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:72ff7898501848298b4a67fb1e68d96a,mo096,296,356,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:f420cec99401476895f9b52c57630a2e,mo097,193,283,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:374b2a75de8e4be58a6594074a1c2a47,mo098,528,608,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:50e8f10181ff47f0aafccfc2717049b5,mo099,424,484,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:814c080acfc84f93a6abbe3f52d8b27a,mo100,11,101,,pb:6ac3c46e4daa496e9e80e7df2bbfd198
mo:4a7521875b284f098628e018256a7640,mo001,555,615,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:5f679dbee9254c2d9e5e30a6eaed5749,mo002,355,415,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:74285b3eb9b646788ef8e7850cc7c693,mo003,5,95,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:d3d6f507bc2e4c829035b6190b23707d,mo004,655,705,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:e664955c786b4033a2386433e06ace22,mo005,331,421,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:5e982b8d3f514b56b7fbfd675ae58a9d,mo006,641,731,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:34d727b1d58b433bbf8cd1cfb4fa81a5,mo007,351,441,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:5c3dcd9ad1c443bfadca0dcd52737ad8,mo008,354,434,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:a1cb0cba9b40463ebc13a6566f2f184b,mo009,484,544,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:f1daed77c9b0485a8c3e87cd5c8603cf,mo010,707,767,,pb:57c8efe4dabb4e398efe2e169fce8679
mo:08f5460844b848339ada9c682ef15197,mo001,70,120,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:672b38c766ea4327afadfd5aa3eea6bc,mo002,104,154,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:a48aea80961d47429582abfbdcbed0a9,mo003,569,639,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:da26066955ec42ceb504592e4c32295f,mo004,20,80,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:a1f767b743334b7b9c4040eab0c01802,mo005,93,163,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:41a3584fab8841eea10df312bf6da531,mo006,345,405,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:95262c92ba5043478eca62afbe66c9af,mo007,104,194,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:4221fc1a3d5a4418ac8311da6632a37a,mo008,53,113,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:baa3ac08a1d148818a757fbd0f26d407,mo009,666,746,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:b7871361b23940eeaa33ed238f9595b8,mo010,384,434,,pb:29cb96b8d33b43e0a5812f09ca8f2b41
mo:aa7a53a112ed4e72b32f6d2f051031d9,mo001,233,293,,pb:04fb99daff194d60b39901804b9a84fe
mo:cc7c96d1c243475f997b5816a096bc04,mo002,315,365,,pb:04fb99daff194d60b39901804b9a84fe
mo:fb5bd63acfc842ecbb0010bdbe2830d6,mo003,145,225,,pb:04fb99daff194d60b39901804b9a84fe
mo:ebbb05217c1741eca81f7c5db20cc3c1,mo004,58,118,,pb:04fb99daff194d60b39901804b9a84fe
mo:b4fb3434b09648aca0efa8c8e4fedc35,mo005,252,332,,pb:04fb99daff194d60b39901804b9a84fe
mo:15c249d4e8ca4bf4b351042d5879f49d,mo006,331,391,,pb:04fb99daff194d60b39901804b9a84fe
mo:d3b6958bb59f4e36b86f12ba02e519f1,mo007,527,617,,pb:04fb99daff194d60b39901804b9a84fe
mo:c040c93030b44ec89da69418169a9530,mo008,174,234,,pb:04fb99daff194d60b39901804b9a84fe
mo:3291fb018a024c6db9bcd5da2a57d29a,mo009,43,93,,pb:04fb99daff194d60b39901804b9a84fe
mo:0e69da54226740ba97023539622a057f,mo010,729,779,,pb:04fb99daff194d60b39901804b9a84fe
mo:c4c0c1dfd29b453d86cfc2ebc2a83104,mo001,694,774,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:5753ba04b10c47878058330dbbc7404d,mo002,561,651,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:cf5b5fdf08d448d08b2eab2b33b1219f,mo003,360,430,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:e11c1bc9ed9b40e7ad01f2fdc389a448,mo004,323,393,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:7db0d8cdd42742c48ac7722d6bf1c05e,mo005,527,607,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:93163e11095c42f097eadf506dc8a27d,mo006,508,568,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:e33a3e036d8b4cdba30e41a2ce0e2345,mo007,466,536,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:18fabe35ab534e218ef58a3394ff0d1e,mo008,316,366,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:01f91236eef7487788a5c42731f80645,mo009,106,166,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:eb7b4ce1ed40441fb33e81af604fca43,mo010,176,236,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
