maintenance_tasks.uid,maintenance_tasks.need_date,maintenance_tasks.device_id
tm:2b75349fde414807b17f9f98267136b2,782.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:663864e34d954265a9a68ef54a637bde,926.5,dev:021a01a8f16142a1bbac70295783e279
tm:aee9145c30da4f61a7d68f0c53adb89a,931.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:b58c981eeb0445ebb5d96e2f6d133d60,877.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:a5179fb16e72424695ed2d274f9034ae,931.0,dev:021a01a8f16142a1bbac70295783e279
tm:3306193aaea7489796cd8f7c9fbd76b3,936.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:e385a0913b8b4a5e88e0882054a12ace,921.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:e6fb58eb946d40c48a412b7147c72105,926.0,dev:f013821889c046c2ad179d69793afe91
tm:5d77502f47724f9caa85a0c77c4ae562,859.5,dev:d1e97fd18b904b2491a214f1a4c60483
tm:b2c3601e035d4ae1be6e5dc26b8bca99,580.5,dev:09726e9da7624d3b965d49354ac7e211
tm:e1b63135b95d455bbdcfed057d1fd88d,585.5,dev:da3906f13fe24996a59811ebee9ee930
tm:056a6ffb73e4442ab21a9b6188052178,606.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:777fc646aaf9422d8d71738f8b1e154d,588.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:7ed8ec81caa34c2da2353ef468c6ad5e,692.0,dev:09726e9da7624d3b965d49354ac7e211
tm:22782bc0bfba4391b26d3668f0497cc9,697.0,dev:da3906f13fe24996a59811ebee9ee930
tm:236e0ff1d20d47a29f94b0fcba098955,705.5,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:99d27b18d9864dc08b377504361c2829,685.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:b6eafb5c34554767a959c408972a2d47,806.5,dev:09726e9da7624d3b965d49354ac7e211
tm:e211040491a34220be39c5e9ce8c3892,811.5,dev:da3906f13fe24996a59811ebee9ee930
tm:b0506fee11284a12bb34d91b51f1ff8b,805.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:eb0ca53dcf2c41038e8dc992af971d7f,781.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:95d65839d2294f9f9b9b58913dbe53a6,916.0,dev:09726e9da7624d3b965d49354ac7e211
tm:aa8d39f3d6784a20befc507a17ad3b15,921.0,dev:da3906f13fe24996a59811ebee9ee930
tm:69b9f57fb3224854a388a1cdca54909c,876.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:77b8330c3ded43a8a77ed8259012a81b,1025.5,dev:09726e9da7624d3b965d49354ac7e211
tm:8dbf21db4a8843a8a39ec988e8113748,973.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:cc323870021a43c4b799b4e86d8932de,911.0,dev:09726e9da7624d3b965d49354ac7e211
tm:b0404a9cbae749668f37cef6b71b241f,916.0,dev:da3906f13fe24996a59811ebee9ee930
tm:8c46fb00428d4db6842396f480f2999c,713.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:4fd7c2155c3f4361b999bd411a41d3a8,714.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:5359c415b7fc4649b475d06aad4b7fdf,1042.5,dev:09726e9da7624d3b965d49354ac7e211
tm:3e753aab77724838ae528ce801c0afa0,1047.5,dev:da3906f13fe24996a59811ebee9ee930
tm:e2e981348371430b9c5bf3268b3260e5,1079.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:4f4ca18eac964e98aaf3fb4547b76458,1081.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:ae00bd9cde8d4ecb944671ff799fbdc1,1177.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:4bfb37b980c74df88cb81ed7414603b2,572.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:cb36a94b04aa489f859ce01b78b58ff0,424.0,dev:20a40dd7f232420c831cb46be36c815c
tm:9345bc1def5845acbc8e542366bf3184,611.0,dev:959203f7cafc4b218841cc27d96e70be
tm:92568d3dc4da477b9326beb7c3299ad1,672.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:866ac6c2f63841479d0336193d2d5ceb,539.0,dev:20a40dd7f232420c831cb46be36c815c
tm:b15003e15f824249aa09baa3457052bd,727.0,dev:959203f7cafc4b218841cc27d96e70be
tm:64acf9dd0a13414cb37cf34b2352b37e,767.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:16dd011d18b94467bbf508ab85681b91,717.0,dev:20a40dd7f232420c831cb46be36c815c
tm:be5f2d2d37ea4dad8f2879619535b1d8,840.0,dev:959203f7cafc4b218841cc27d96e70be
tm:b2177c9a95714d6086c4644caa9400f9,864.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:5d21a35f59da4323b99a350ade63faff,955.0,dev:959203f7cafc4b218841cc27d96e70be
tm:2788de1b59bb4652aed3afd8b2bf640d,958.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:655a6ded549149509e01960029e8753f,1057.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:270ba25aeb4948978f8846667b1c5594,900.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:8ba2bf2a4a5d497584310408f4f7290d,716.5,dev:20a40dd7f232420c831cb46be36c815c
tm:167cbbaf2d8049099ff2faf4ff90f988,749.5,dev:959203f7cafc4b218841cc27d96e70be
tm:25decca4d34f4ef88862466d04e53921,995.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:2550eabf464547f98a4dbd164b7126f4,941.5,dev:20a40dd7f232420c831cb46be36c815c
tm:39e6b03b03c240a7ab376059b09cfd61,963.0,dev:959203f7cafc4b218841cc27d96e70be
tm:0f09b5e7effa48d8afc21f812ccc60a4,1044.0,dev:20a40dd7f232420c831cb46be36c815c
tm:5c8745a3434e4598b9838531cd518da3,313.5,dev:c6120391722d453495ab7780c1916e9c
tm:3a7bcb6130fe4aa8ba925599f1503989,328.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:9d1f626a196047239b69e515e1b6fd5f,319.0,dev:0d9221fa9945438686409c97356f1a94
tm:5bdfc9ede2b44424ba5ec0fee1a36eb7,412.5,dev:c6120391722d453495ab7780c1916e9c
tm:d496aff79bbb4650941df51444f11e44,429.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:217c70660985468fa5598676f0e59f22,416.0,dev:0d9221fa9945438686409c97356f1a94
tm:5617107d3fc8466e85da6c80964c6f3a,513.0,dev:c6120391722d453495ab7780c1916e9c
tm:6a6f82a762884cce80474d7ddf9bd60a,568.0,dev:dd0a70c3245f4456a7bbf423e313b327
tm:7667fd33903c4588ae4293823d834eed,515.0,dev:0d9221fa9945438686409c97356f1a94
tm:a12340455afc4aac83da6c856307f765,610.5,dev:c6120391722d453495ab7780c1916e9c
tm:1001eebc453240dea4a1848dac9f5363,611.0,dev:0d9221fa9945438686409c97356f1a94
tm:96933bfae4be4a6f87b858e1b92bd2a5,707.5,dev:c6120391722d453495ab7780c1916e9c
tm:2bea1553074142318b86f34cde1e651b,706.0,dev:0d9221fa9945438686409c97356f1a94
tm:78195a53a5d045f0bcd14b28c986c772,802.0,dev:c6120391722d453495ab7780c1916e9c
tm:bfb04652411c4d97917c282d45a174c9,662.5,dev:c6120391722d453495ab7780c1916e9c
tm:51133941aaac410fbe978c269f8bc07a,572.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:a1be0bc1d8774a11af813b506ddd55e0,577.0,dev:0d9221fa9945438686409c97356f1a94
tm:98f7301426c243d99b938ec0eceb43ab,759.0,dev:c6120391722d453495ab7780c1916e9c
tm:4198f3c64f1e4b7a820483f97c94206e,723.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:c0d8444d862345b3a6085263c6e8e280,680.5,dev:0d9221fa9945438686409c97356f1a94
tm:d6de9758af6c415f8aa05cb8f30d679a,474.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:71835c59567a453db39b04da675d5327,447.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:7ff8ee0d23174b46a89dd8c99b2a6e6c,490.0,dev:60537210eb5142139fbf55b30582c004
tm:112cb1abdcfb44bf994518ded509882c,570.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:c70e483ac89f4d148907275ddbcf917e,551.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:54460a43ee0e4ef59ef4c633de63d635,616.0,dev:60537210eb5142139fbf55b30582c004
tm:19b59d115c0c4bfaa298b57100cdba85,660.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:93c9544a3e6b4e37b277045c5f726692,659.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:04193612e2fa4055a0f0aaa0b384603f,745.0,dev:60537210eb5142139fbf55b30582c004
tm:5f28d07cf4ff4417a00d4f3696e9c1a6,750.0,dev:d501263712e04c25a4db53f2fa171599
tm:f1ac7ac63935402386d2ae1bef68f7a9,757.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:e621de0d4d5f442da9ee9da2ff1f4342,852.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:cb01534353524d2982a7441fc04b7925,947.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:c49be8dee91d4b8d90e13cc95cf07a83,807.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:4e335aa08ee64c25b5d2a22e9e373fce,622.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:ebd19347512240e1a5bd8e7d681ad33a,688.5,dev:60537210eb5142139fbf55b30582c004
tm:de324325ba8a48f088307b5e5cf13721,520.0,dev:225605e54a1d4a808f8da32766701c52
tm:210452fd96044578ad306eb2297baa03,578.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:e46e1caff50b41d4a4ab48fa17b81175,513.0,dev:e0f255e00968435896705b917cd569f7
tm:5a6ef23fb77c4838a7270746fe46a9b1,607.0,dev:225605e54a1d4a808f8da32766701c52
tm:1850e69ae82843e2892c6e2f6afc83e7,691.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:03512454651e430f8a2d74a40fe9f483,594.0,dev:e0f255e00968435896705b917cd569f7
tm:19b1b1e6a2c94f769f6b8dcfe8ff154c,690.0,dev:225605e54a1d4a808f8da32766701c52
tm:7a43754e3867469ab74742b1cb1b9946,800.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:9fa6233f3f274e4e8825af3ea49e8d2b,677.0,dev:e0f255e00968435896705b917cd569f7
tm:ffb43475f9f14e2a88c22fc527cb9700,773.0,dev:225605e54a1d4a808f8da32766701c52
tm:e06e4096fa944689b9e7f6793665688b,781.5,dev:e0f255e00968435896705b917cd569f7
tm:770cd86fba544c2cb8cff9b5ca27e1b9,856.0,dev:225605e54a1d4a808f8da32766701c52
tm:c1b39f373f3044a799717bc39a55dc6c,887.0,dev:e0f255e00968435896705b917cd569f7
tm:893df2fccc31472cae3d69f153cf28de,937.5,dev:225605e54a1d4a808f8da32766701c52
tm:647c51387d234410b1651ba7bc430436,973.0,dev:e0f255e00968435896705b917cd569f7
tm:fac65c24ee604f9a8c30ddc4ee0f5861,1018.0,dev:225605e54a1d4a808f8da32766701c52
tm:3998312810ee4f6897c0f48ff88254ff,881.5,dev:225605e54a1d4a808f8da32766701c52
tm:596a3eb79bdc47998825361a148e32ed,856.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:2892298e45844cae9ef145c04c0f9095,783.0,dev:e0f255e00968435896705b917cd569f7
tm:5eeed6babfd749f99e8858baa7c67c60,1057.0,dev:e0f255e00968435896705b917cd569f7
tm:8cd97ef832cc4fa78558ae8ff5a3b465,584.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:d66fbda51e7849e9b7e24e997ca8a5a3,589.0,dev:a7f5410bb99241ca848dc06899612a67
tm:daf31342b8614323a0c0ffc07b37488a,598.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:e00ac8600a5c4a7eacedeba5071d14e5,612.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:3a8a895489914d2b84dec2fc953a5fe4,617.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:6619042cf4b64c378008965129bd2140,695.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:96994ddf9c8348a4a8ec924c61c072b6,700.5,dev:a7f5410bb99241ca848dc06899612a67
tm:13a5e3307a004e05b767f8388254ffb1,692.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:c19a3ee7b70846f1a2043d359348d0da,741.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:e73a614c9f3a488b8d13da0cc3d74cf3,746.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:a041d2f779f04a0890f7ec7c9a122dc5,807.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:8eb0cbe7c9c344a0bd760b724b9888db,812.5,dev:a7f5410bb99241ca848dc06899612a67
tm:3df6c17ad85b457584a3a7001a2937f6,785.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:cd8fa71234024e1cba84fa8ebb1280c0,869.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:6f3577adbca04a19a96f06dbeed2bf5e,874.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:1aec18cdeee349d98de7003e7cbcefa6,921.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:7e3588222c8343cdafab36799851e4a9,926.0,dev:a7f5410bb99241ca848dc06899612a67
tm:29593d86988b4b66a9863737ce66cc19,1032.0,dev:a7f5410bb99241ca848dc06899612a67
tm:0d437e91d1a1435da3247cbecbbe9537,1138.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:0413360f4fc6477c8750b7755edc5509,1143.5,dev:a7f5410bb99241ca848dc06899612a67
tm:8da215bb144e418d94567d65c4572f11,934.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:6eca36585db74a0cb569adb68b07d974,939.0,dev:a7f5410bb99241ca848dc06899612a67
tm:d51d3b176007494ca4f304d814a3b383,754.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:c8255b297b7a469488bd5df7df8caee0,871.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:22d60c48aa1a44649f23eaf6b051de09,1118.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:826ab21b026a4e52a71ac5e543ed6315,414.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:b8b7cc0b9ef94fed954aa08e7d85fe98,456.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:69cf6ed580a440c29ceea82ba444a7bd,446.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:26fd62dea8c04577be72aa260917056d,508.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:a0bdd34d2f88485ebb02a13f7d8dfd8e,555.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:f2ae2affc6384b1a84fda6a1e343fe48,554.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:ed8427fd568340f989bb9c2f34848e65,604.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:5dba6ce5b6c243beaa9551d3cfa3da5e,652.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:1f07e2229da146e0a708c9d403e98f81,657.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:62634a2ba20840289264b1c2c68fcc3e,701.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:18bd5d49b2214c26bbf14d59f52ca231,765.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:d36ab2e593f848dc81944e775e541ad4,798.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:ff9d7e087cfb41eaa3fdbaae23ec82ea,691.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:7595ca97532f428aabdcbab881e0cfb1,650.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:c3ff4d2a59cd457f970892530b5c5ed9,655.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:bf35def9d1864f17a3f96fabcae1d3e4,634.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:5ae10a5926b645ae90b7ff05e6266e0b,790.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:e1aa1c8cbeb94245bcfc032d070ba3c6,784.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:112bd5d7d61549c4bce13aba05b1aa10,789.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:c15974e6f1894440a712fd9c4086d394,779.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:8ea36231cac347d58f0b0242a0a29ce0,531.0,dev:99b24802323d481a8a24a8face6f4843
tm:f0f34d854dbc457cacda521ff36e0434,542.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:6b05da8add64471cbcdfe0b5a5c9dec1,551.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:35c677f827624b44938bf95ca0678226,630.5,dev:99b24802323d481a8a24a8face6f4843
tm:add6d60d4d7b4434b7a2075f60c5febd,643.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:31c66aeb23464ea2a3e33d5f13037290,666.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:d006921095a842479eab0b638ecf5c19,726.5,dev:99b24802323d481a8a24a8face6f4843
tm:aa3d7de25dba48fd870378595e4749b0,731.5,dev:d002253be69942a891d20dc031cc93ba
tm:4ff4a97abe16472da48a270260a065ad,743.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:7a99c600bc594a83b95708f628dddeba,781.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:32885179f2b3475ea6a9642ca168d199,827.5,dev:99b24802323d481a8a24a8face6f4843
tm:5976184228a54a88b3c3ed6c93722748,897.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:8409922758b24c119b7a2e7d3c4d15ef,926.5,dev:99b24802323d481a8a24a8face6f4843
tm:2708e07cfeee4567bc3d70cd68a0970d,1025.5,dev:99b24802323d481a8a24a8face6f4843
tm:aedd4f4f30c348c0a2f913f2c772300d,772.0,dev:99b24802323d481a8a24a8face6f4843
tm:2abc5aedbc7045fabbdc2845c9031c82,674.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:0a1c03e102de457ab714f28d3981a489,741.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:0bd0f5f922b345169846403cb4ca3e01,871.5,dev:99b24802323d481a8a24a8face6f4843
tm:458990467599475f82447076027eebab,876.5,dev:d002253be69942a891d20dc031cc93ba
tm:e2f394537c504e2e9562af1cb32446b8,904.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:528aec012b4545b6919512871428a83a,956.5,dev:6d39f2500e464d178db757c01ac8b0b9
tm:3476007924d54fdb8125f8ab9ce69eb7,1037.5,dev:99b24802323d481a8a24a8face6f4843
tm:2597e5a185c84e23aa72f15e1e9c3f35,933.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:1d2d9bfe81af4464884e0a0198ddb1ea,446.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:3467d5e371124451927cef90a9d7ba18,557.5,dev:f615d819fb51414abf072597158bc83b
tm:d52f4988740640f2a5d2fb930b57335c,562.5,dev:8ba203e696974d28a086402d7ab80f73
tm:d6d40a711c544bd3b3f762737cd0ebfb,506.0,dev:4e4d378f567d410487d697241734c3c7
tm:3b18eb91ff2a490695a309cd2e7e3cc0,530.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:cfc1352a6de74d6398cb6362e867c90b,671.0,dev:8ba203e696974d28a086402d7ab80f73
tm:36c2e72236ba40edbc4ae903db3c2e69,606.0,dev:4e4d378f567d410487d697241734c3c7
tm:1593d9e7a1e34a269bbc5337023a54b1,616.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:1db5a369b95d40868e60ab4368ce3c47,702.0,dev:4e4d378f567d410487d697241734c3c7
tm:122e74bf9f3c4a04a2c104a7564ddedd,702.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:f5526b308ae643b08163b9785cd20d81,803.0,dev:4e4d378f567d410487d697241734c3c7
tm:d80aa735335d4d039a9e9ec6ed324b1c,789.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:8bf15626b0d34060a7a0a5c30107e63d,905.0,dev:4e4d378f567d410487d697241734c3c7
tm:e1d55f8657e5413ca0e6ddb3b573b8f8,874.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:f2576c2a76b249b9af0a460787a8fc34,961.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:fc1ae59e94e343f28d761d4b55fc2df9,1047.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:7b9802c4b3064a04be0c9cb5048e50ea,864.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:6912f9aeeabd46859bf0300f4421926e,775.5,dev:f615d819fb51414abf072597158bc83b
tm:44806c85bfce4ad493d735b9ee1cba16,780.5,dev:8ba203e696974d28a086402d7ab80f73
tm:facfdd59b0ba440a93ee2da29e48e527,769.5,dev:4e4d378f567d410487d697241734c3c7
tm:03498ad5494644df872f83022155611c,509.5,dev:021a01a8f16142a1bbac70295783e279
tm:4ec806e132934ef19173e605e271287b,514.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:4ee5f525249149d68cace2b0708ecf7f,526.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:ce8afd999055450fae5342e8058f6cb0,507.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:82175235dd2c464d8df3c92af909834b,611.5,dev:021a01a8f16142a1bbac70295783e279
tm:a7ac7954609e44918ffe1371d5052d18,616.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:45c09d02a5194761b1722afb5a3d085c,622.5,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:f6d376ae03e5437ebdd87429a40d9189,601.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:bfd8c2bd10eb4e64a4ef0698d58a05db,716.0,dev:021a01a8f16142a1bbac70295783e279
tm:fc0b6bace23c4ef0aaa8d31a419875cc,721.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:0f4dee19f675436685dd1cdaf5639948,725.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:0ae8e965cb264f23b3c46e3845f133a5,730.0,dev:f013821889c046c2ad179d69793afe91
tm:f82de90fc2b44c5b94a5c0806304e8b8,692.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:edcf4ea27f1c4c429cb547fd49c0a704,821.5,dev:021a01a8f16142a1bbac70295783e279
tm:babcd6c90f994c29a0cb224385b6a551,826.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:0d8ddc1f915c4783af7a374bae11493a,782.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:da2bf16f8e0c4d1dbecf1d3150499ae5,926.5,dev:021a01a8f16142a1bbac70295783e279
tm:454885ea2ea440b1bd90cd2dba1aafb6,931.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:4b8835851f564c43ae287cca5f674db6,877.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:6e983bc789174474a9b6ba50d74b1d74,931.0,dev:021a01a8f16142a1bbac70295783e279
tm:927cdb525d3d4258b30c793ec42e986f,936.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:b7c5dc53901344a9b3e7f16e45a65650,921.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:668ded24cb9c407aae8df33ccaba0336,926.0,dev:f013821889c046c2ad179d69793afe91
tm:f57d7a3a10b94cd7847adb21e5b3f634,859.5,dev:d1e97fd18b904b2491a214f1a4c60483
tm:f724973220fd45308a56c67fdabd48b0,580.5,dev:09726e9da7624d3b965d49354ac7e211
tm:e711bb39a1f24c819f872ee53575297c,585.5,dev:da3906f13fe24996a59811ebee9ee930
tm:d49f4e97dd894c0fb2051eba7bf2da29,606.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:71b14751d0ee4669b17c32acff38c191,588.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:2ddcc9dc14f94321abcc8f2a980e35e1,692.0,dev:09726e9da7624d3b965d49354ac7e211
tm:d8729db2408c4e898f9f64e128765148,697.0,dev:da3906f13fe24996a59811ebee9ee930
tm:6f320c4ade264b4b9225aba7d62916c4,705.5,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:49e8679d8b114e1383680ac830f4ac06,685.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:62a3a4d5a332442f893d7dd0cf4669ad,806.5,dev:09726e9da7624d3b965d49354ac7e211
tm:b8b07d8448d14b8a9e0aaba899c7c9a1,811.5,dev:da3906f13fe24996a59811ebee9ee930
tm:61ffc36c1242413087fac7df60b63484,805.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:daab8369319941418d5eed524ca6ff15,781.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:f2eb5ed551114377a20367ac068dc7ad,916.0,dev:09726e9da7624d3b965d49354ac7e211
tm:1d6bb96ea5cc443b92917fc06e1ba9ef,921.0,dev:da3906f13fe24996a59811ebee9ee930
tm:75880edd42c14750b5a9bd2ef066eb50,876.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:94a99f0c968d487d9ff3610abdaa291c,1025.5,dev:09726e9da7624d3b965d49354ac7e211
tm:3407408f5aaf4e80972136c95f0f1f74,973.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:ac24b6476dca42cc9ff8c3d7b39e0e8e,911.0,dev:09726e9da7624d3b965d49354ac7e211
tm:e1edef82a15c47a6ad37f47a3f0c7be7,916.0,dev:da3906f13fe24996a59811ebee9ee930
tm:2ac284db5da84128b83f551e87865e6f,713.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:4c79358c074b4be4aba966b5a24ac81d,714.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:24b85f9c18854e149a09ef607920f5c9,1042.5,dev:09726e9da7624d3b965d49354ac7e211
tm:78f156d58ca54f9fb92f5e669a7506a3,1047.5,dev:da3906f13fe24996a59811ebee9ee930
tm:038dbb53fb2f4aee8b02109c0eef8793,1079.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:169bb010c036451ca7b85cf37d989e35,1081.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:22279e131dac46e3bbec1b5f2d5656ff,1177.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:ecff6fba48af4d0aa39faa7335c49cb0,572.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:4d8bea69ef524823862ac2a5542ce14b,424.0,dev:20a40dd7f232420c831cb46be36c815c
tm:0bec2131bad045bda2654a2070c77a62,611.0,dev:959203f7cafc4b218841cc27d96e70be
tm:fa6294752f1240c887da4ad639629aaf,672.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:2514d34ff9d84c71b81f81afdd97a9dd,539.0,dev:20a40dd7f232420c831cb46be36c815c
tm:be0932ac17744f8cab6c0ec39d6dddb7,727.0,dev:959203f7cafc4b218841cc27d96e70be
tm:17ea1569f4e84b28988b2e5be0ae1013,767.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:c56702690846401094380802d96c50b0,717.0,dev:20a40dd7f232420c831cb46be36c815c
tm:d8e47a3117f440d59bf0f59004d8ffcc,840.0,dev:959203f7cafc4b218841cc27d96e70be
tm:62599ee1b7a7476aa359c60b2693adf4,864.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:590d63487c8541c382c771fc61b1a840,955.0,dev:959203f7cafc4b218841cc27d96e70be
tm:72dee5bb005240bfa5f54448318e0c30,958.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:a1438cf3e08f481b92e6ab5cdd0d7019,1057.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:324282fcbb6246da8d9cdce8a8240967,900.5,dev:f48672373e1442e9b87d3c06fbcf49b6
