devices.uid,devices.name,devices.risk_threshold,devices.repair_time,devices.use_duration,devices.repair_skill,devices.json_law,devices.machine_id,devices.phm_module_id
dev:5e526e79dc714de4ad486ce383724dbc,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:519d4117bc994e5e8d408ac306f84dab,phm:37ee80f6fff44af2b867a0a857895ed0
dev:0e453010a7a0409b876e9db2494e5d3d,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 106.01306231708588, ""scale"": 2.0}}",ma:519d4117bc994e5e8d408ac306f84dab,phm:37ee80f6fff44af2b867a0a857895ed0
dev:252057151f844875ad32711e898106e2,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:519d4117bc994e5e8d408ac306f84dab,phm:37ee80f6fff44af2b867a0a857895ed0
dev:8a2edf5366fb43b88b6c8698f4b5f658,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 98.4020653626566, ""scale"": 2.0}}",ma:519d4117bc994e5e8d408ac306f84dab,phm:37ee80f6fff44af2b867a0a857895ed0
dev:4732640182444f86a163cc722c196179,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:147c4947a54049b689b13be2622727a4,phm:37ee80f6fff44af2b867a0a857895ed0
dev:c9329067c6aa40be9cf074dd0b48c499,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 89.72193936406164, ""scale"": 2.0}}",ma:147c4947a54049b689b13be2622727a4,phm:37ee80f6fff44af2b867a0a857895ed0
dev:96518677cb6b41b6a13ac3cacc6497f2,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:147c4947a54049b689b13be2622727a4,phm:37ee80f6fff44af2b867a0a857895ed0
dev:9b4eff28336447da918b32f18c644e46,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 94.63948362863422, ""scale"": 2.0}}",ma:5837dce60fa642cfb879a127166e3630,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:82972cd549f74f0a9507e75e5f80aada,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:5837dce60fa642cfb879a127166e3630,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:501dd73fcd004645bb232ee03ed2f622,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100.73594987620109, ""scale"": 2.0}}",ma:5837dce60fa642cfb879a127166e3630,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:0a74965f225c472ab64073472702fd59,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:5837dce60fa642cfb879a127166e3630,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:37d1d0eacdc7431bacb5b91a7d447e32,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a81512d78e4d44e58823c514d43454fd,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:d4b2d4f772164c16ace34322bbe4bde9,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 111.62752624927586, ""scale"": 2.0}}",ma:a81512d78e4d44e58823c514d43454fd,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:ace10563719d401ba651d418922f2137,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a81512d78e4d44e58823c514d43454fd,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:7dcde139c89e4bde912c17780889fcc0,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 99.27020351561566, ""scale"": 2.0}}",ma:a81512d78e4d44e58823c514d43454fd,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:444a09d839f949eea78d188065cae7de,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:9f9b0754da024f1b961b13f71e06940c,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:4ef1eb61e7064918b3c6480eebed99c9,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 108.11371292188088, ""scale"": 2.0}}",ma:9f9b0754da024f1b961b13f71e06940c,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:af676c989ed94c9c900e535a03ee777c,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:9f9b0754da024f1b961b13f71e06940c,phm:11398b4a13ce4415bb3d3c3a77c73492
dev:a2b091d1e19e4a4a98ec2ff3ece41764,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 89.26159349128453, ""scale"": 2.0}}",ma:fec4b680c4344f059b0bad59dce8d673,phm:440d6a8023314c4b98b223d4bfd2358d
dev:d0fb0b122e5f426ab6348f4ef3853370,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:fec4b680c4344f059b0bad59dce8d673,phm:440d6a8023314c4b98b223d4bfd2358d
dev:d2aeff1b5d6b40c2b41062f05181f1f8,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 110.33586736699147, ""scale"": 2.0}}",ma:fec4b680c4344f059b0bad59dce8d673,phm:440d6a8023314c4b98b223d4bfd2358d
dev:b96c16fbd3894ec681abcd011e0b1d1c,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:fec4b680c4344f059b0bad59dce8d673,phm:440d6a8023314c4b98b223d4bfd2358d
dev:2a02fcfed4cb4589815aac9d51605d36,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a62b9860f5824622a658d0782b629bab,phm:440d6a8023314c4b98b223d4bfd2358d
dev:aa526b5c709541558b29450f18e2a09b,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 106.52981567656163, ""scale"": 2.0}}",ma:a62b9860f5824622a658d0782b629bab,phm:440d6a8023314c4b98b223d4bfd2358d
dev:20c8f3494bfc43bb85f2978652e89d74,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a62b9860f5824622a658d0782b629bab,phm:440d6a8023314c4b98b223d4bfd2358d
dev:985809d3c90b4b508e18de5cdecfaab2,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 98.94361864624902, ""scale"": 2.0}}",ma:a62b9860f5824622a658d0782b629bab,phm:440d6a8023314c4b98b223d4bfd2358d
dev:6d05fc41539547878f5f85bc84fe9ab8,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:8e0b897b20764042a46c1a46e309d6d3,phm:440d6a8023314c4b98b223d4bfd2358d
dev:f4d550318a4a4c9691e8aee812c25b95,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 98.77558604829615, ""scale"": 2.0}}",ma:8e0b897b20764042a46c1a46e309d6d3,phm:440d6a8023314c4b98b223d4bfd2358d
dev:5d51d29e2e254d748db74109d7e76726,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:8e0b897b20764042a46c1a46e309d6d3,phm:440d6a8023314c4b98b223d4bfd2358d
dev:d2023a8116b641b484de1bae973c52e6,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 91.74526984798426, ""scale"": 2.0}}",ma:f59800b0cc08414e85e7eddb4cdb20a8,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:5a5fb19cceeb4bd68f0690e18a9b77f2,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:f59800b0cc08414e85e7eddb4cdb20a8,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:06d2b47f2816451e946ae3bc29297e27,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 94.46753438413982, ""scale"": 2.0}}",ma:f59800b0cc08414e85e7eddb4cdb20a8,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:b63deff2138e4c0b86780dff850999eb,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:f59800b0cc08414e85e7eddb4cdb20a8,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:68fa0d0bfc7c4c75a4b231c38d885a58,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:2f1564ba3e5241d6bb670191f6289827,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:d8c8d02ec5e441d4ab29236b5e3e63d0,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 101.39105975288815, ""scale"": 2.0}}",ma:2f1564ba3e5241d6bb670191f6289827,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:a8f4e6f34757439e9b4289b4341848c1,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:2f1564ba3e5241d6bb670191f6289827,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:4f8a1c62e405461b8945093f97f39bcd,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 119.3367211877376, ""scale"": 2.0}}",ma:2f1564ba3e5241d6bb670191f6289827,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:04f0c13c259c4a868472f88cf5709691,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:552ae025444e4d77825187c49b9838e4,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:3480d72f23274635ae32ccda7727c327,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 74.73880254101817, ""scale"": 2.0}}",ma:552ae025444e4d77825187c49b9838e4,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:ea6b063d347d4dff9c735655a740c4b7,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:552ae025444e4d77825187c49b9838e4,phm:38b700ff3bd7405aaddee33b7b8a4958
dev:309e8dd52cc34aa1a90b415d8c8aee40,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 106.69850779992436, ""scale"": 2.0}}",ma:ac187690cf0744d7b83e8fb2257396dd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:aeb2ea29664645acb57a99c525edd648,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:ac187690cf0744d7b83e8fb2257396dd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:a9e21c0da16244e9b0c6a8619d70b918,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 77.35239531924252, ""scale"": 2.0}}",ma:ac187690cf0744d7b83e8fb2257396dd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:2d8f2ecd8a4c4327934442f78e352f58,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:ac187690cf0744d7b83e8fb2257396dd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:8ba890ab1816424bbccf5659eca9fccf,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:0e7d627742be42c087c139a94bd8cbcd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:de253ebf1623410e927490695c713876,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100.12165662317216, ""scale"": 2.0}}",ma:0e7d627742be42c087c139a94bd8cbcd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:660698d2a8f34219964e3790be31c5f0,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:0e7d627742be42c087c139a94bd8cbcd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:a6a1047f6a88466ea0c0a8eca8788654,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 98.07587981078788, ""scale"": 2.0}}",ma:0e7d627742be42c087c139a94bd8cbcd,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:aa869eeeec68470b9e4a1bdf5c1cd2e8,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:056ded0b0f2940b7aa81144713cbd4cb,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:de8909ef8b394923aa587643e2b8c1fd,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 93.37415041664546, ""scale"": 2.0}}",ma:056ded0b0f2940b7aa81144713cbd4cb,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:6af3564b90314978bc78c79f6812a1d0,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:056ded0b0f2940b7aa81144713cbd4cb,phm:b536ccbbbbb3485eb7e5f27ed064c9de
dev:152e16d1a7544a6386e3e324ae85d855,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 92.22840475095583, ""scale"": 2.0}}",ma:fd14aa1481a64b8b88bfa5387a0f3333,phm:507f363f5dbb4163b44fc3f91574002a
dev:cdc401cc252a4fd2898d15c3cfff37f1,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:fd14aa1481a64b8b88bfa5387a0f3333,phm:507f363f5dbb4163b44fc3f91574002a
dev:f626a37512fe44c29b4bd1195f85bd79,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 103.64457981291055, ""scale"": 2.0}}",ma:fd14aa1481a64b8b88bfa5387a0f3333,phm:507f363f5dbb4163b44fc3f91574002a
dev:001abf5d8f044136b48e149298687d84,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:fd14aa1481a64b8b88bfa5387a0f3333,phm:507f363f5dbb4163b44fc3f91574002a
dev:c8455acb30ab466893d10972109b68bb,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:7350cc77ebb54539ba3ca12ef288dbbf,phm:507f363f5dbb4163b44fc3f91574002a
dev:2c3f963f7d35453b9fe1abb90bf86189,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 98.63978861161488, ""scale"": 2.0}}",ma:7350cc77ebb54539ba3ca12ef288dbbf,phm:507f363f5dbb4163b44fc3f91574002a
dev:da297f7f44694a54a0f689edc6430d19,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:7350cc77ebb54539ba3ca12ef288dbbf,phm:507f363f5dbb4163b44fc3f91574002a
dev:64d20f1dd8db4a48afe60516368b2f09,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 98.9506752279323, ""scale"": 2.0}}",ma:7350cc77ebb54539ba3ca12ef288dbbf,phm:507f363f5dbb4163b44fc3f91574002a
dev:f4802415453546729d38c8d880a555eb,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a2359825af6c489da624b9d263fa0813,phm:507f363f5dbb4163b44fc3f91574002a
dev:b3ba4621bd744b7fb03e7ec94059821c,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 74.32757054606776, ""scale"": 2.0}}",ma:a2359825af6c489da624b9d263fa0813,phm:507f363f5dbb4163b44fc3f91574002a
dev:a993cc12b88c4ffc9196cde45ed79eb4,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a2359825af6c489da624b9d263fa0813,phm:507f363f5dbb4163b44fc3f91574002a
dev:90ae7907aa9941d6962e97c21b18ff9e,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 85.043497381415, ""scale"": 2.0}}",ma:95e59c1010c44e94932de7aff2ff891a,phm:51ec8345232f4beaa724204197cc018d
dev:7f62d4594889431ebaf85c16a1fc1575,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:95e59c1010c44e94932de7aff2ff891a,phm:51ec8345232f4beaa724204197cc018d
dev:cccf98a512b34aa8925ae2c7a93d6bb4,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 106.57010340360046, ""scale"": 2.0}}",ma:95e59c1010c44e94932de7aff2ff891a,phm:51ec8345232f4beaa724204197cc018d
dev:921f9d6e55154a768f79fc81802b1e43,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:95e59c1010c44e94932de7aff2ff891a,phm:51ec8345232f4beaa724204197cc018d
dev:ec33065e7b114938a5e179ec7fc0a52f,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:76a16d8495904d6f9d898824bc0023c6,phm:51ec8345232f4beaa724204197cc018d
dev:cb8cb5822ec44434bf1b2153677c6788,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 97.14955030504328, ""scale"": 2.0}}",ma:76a16d8495904d6f9d898824bc0023c6,phm:51ec8345232f4beaa724204197cc018d
dev:a00afc8a1ebd4814ab26f98e8562f1e9,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:76a16d8495904d6f9d898824bc0023c6,phm:51ec8345232f4beaa724204197cc018d
dev:95b89279864e4c0ca1de9be113aac784,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 107.0864870421482, ""scale"": 2.0}}",ma:76a16d8495904d6f9d898824bc0023c6,phm:51ec8345232f4beaa724204197cc018d
dev:9044463f088d493bab40d6385c43922d,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a54dc7a8ddf84fff8f8d83349aab1309,phm:51ec8345232f4beaa724204197cc018d
dev:8c941a37d9b84c1c8b35c602e91ed3ed,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 109.77823351764826, ""scale"": 2.0}}",ma:a54dc7a8ddf84fff8f8d83349aab1309,phm:51ec8345232f4beaa724204197cc018d
dev:99e1cac979ef4926b89ea904fa597ad5,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:a54dc7a8ddf84fff8f8d83349aab1309,phm:51ec8345232f4beaa724204197cc018d
dev:a891783f652b46a8933e411c36aad0e8,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 85.68409452276506, ""scale"": 2.0}}",ma:0aa8f6f9342d45a79265e9a96d0c5c42,phm:1262ec176af64b39948a0cd2c7ad243d
dev:65d594c3430947429c9cdfa0a753ba05,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:0aa8f6f9342d45a79265e9a96d0c5c42,phm:1262ec176af64b39948a0cd2c7ad243d
dev:a7565760763a4603956504cacd6d3d59,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 95.74106378700733, ""scale"": 2.0}}",ma:0aa8f6f9342d45a79265e9a96d0c5c42,phm:1262ec176af64b39948a0cd2c7ad243d
dev:73385cc00b92417faffd2551aec3d863,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:0aa8f6f9342d45a79265e9a96d0c5c42,phm:1262ec176af64b39948a0cd2c7ad243d
dev:fa2d5f35200848f6833c2c5a76766eff,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:98c0fef2d417411aab896e3c252514be,phm:1262ec176af64b39948a0cd2c7ad243d
dev:50acb753457c49ce833f8bc9cd447436,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 87.28235730054166, ""scale"": 2.0}}",ma:98c0fef2d417411aab896e3c252514be,phm:1262ec176af64b39948a0cd2c7ad243d
dev:f83274fa07964626b01f43e2f15f1227,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:98c0fef2d417411aab896e3c252514be,phm:1262ec176af64b39948a0cd2c7ad243d
dev:2d3e2b8dff6c45d6a8751027e43e6e25,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 86.88714021192567, ""scale"": 2.0}}",ma:98c0fef2d417411aab896e3c252514be,phm:1262ec176af64b39948a0cd2c7ad243d
dev:48b56b491dd840b89bc00689bd7385ca,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:53f12963754748b0bcf99f6299ff71cc,phm:1262ec176af64b39948a0cd2c7ad243d
dev:73ba080d65db464a9293ec68b15162ba,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 73.41116375560645, ""scale"": 2.0}}",ma:53f12963754748b0bcf99f6299ff71cc,phm:1262ec176af64b39948a0cd2c7ad243d
dev:357e933a4dd74e3bb106b4f0920aeb54,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:53f12963754748b0bcf99f6299ff71cc,phm:1262ec176af64b39948a0cd2c7ad243d
dev:1c464c4309b443219974513a6178bec5,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 102.96881129060755, ""scale"": 2.0}}",ma:db4270fa5196456d8267b8b5d9da39e3,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:a15eae57d3204cb28dd920bd5720a6f9,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:db4270fa5196456d8267b8b5d9da39e3,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:a43cfdc167264ba6a28e62d9d03923b9,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 95.48875466592568, ""scale"": 2.0}}",ma:db4270fa5196456d8267b8b5d9da39e3,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:3851f272767740d58b3e95ae1e519b0c,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:db4270fa5196456d8267b8b5d9da39e3,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:b4f0fd11fbb64a18a418a9ee98e51f96,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:2d85aa2b0882422c8f196c24e0e11de6,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:45f4bd0881dd4da29bd5000bf6378166,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 104.29437326828132, ""scale"": 2.0}}",ma:2d85aa2b0882422c8f196c24e0e11de6,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:cbac68b3aaee4e0ea284a5c4cecc4e69,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:2d85aa2b0882422c8f196c24e0e11de6,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:9327e806c5334d719b3b6fc28f3c146b,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 119.13757414579537, ""scale"": 2.0}}",ma:2d85aa2b0882422c8f196c24e0e11de6,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:5c832d8424a246f7b6a641d04961b80f,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:b66b0ffbf3684d06b9c46050b3bbacca,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:9a3ee05e00d64e928db0b0644dec3fee,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100.81009231712937, ""scale"": 2.0}}",ma:b66b0ffbf3684d06b9c46050b3bbacca,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:116a11f930fe44d3bbc53f7c5b9d099a,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:b66b0ffbf3684d06b9c46050b3bbacca,phm:f3fcae202d8141acbbd54bb9181d28a3
dev:3ee59c1eebf846fd8521f2251c42e796,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 78.2233467254269, ""scale"": 2.0}}",ma:2e7f1619bdea4ab5a1f98992216050d5,phm:1adec0bb29af4117a0f72f272169c796
dev:3d17d3346bf04cecae2479ed60fcf316,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:2e7f1619bdea4ab5a1f98992216050d5,phm:1adec0bb29af4117a0f72f272169c796
dev:1b474dc910e148f19eb8a09a2090a38c,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100.93789144391289, ""scale"": 2.0}}",ma:2e7f1619bdea4ab5a1f98992216050d5,phm:1adec0bb29af4117a0f72f272169c796
dev:999c51334142495dbcce08a870378535,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:2e7f1619bdea4ab5a1f98992216050d5,phm:1adec0bb29af4117a0f72f272169c796
dev:e2b3deff3f664695baf7d4e5db6eec4a,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:8f5682441d474044b675fe5b5c071598,phm:1adec0bb29af4117a0f72f272169c796
dev:9fdc9d56c60b448799ee9f023bc1bb19,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 78.13765635771931, ""scale"": 2.0}}",ma:8f5682441d474044b675fe5b5c071598,phm:1adec0bb29af4117a0f72f272169c796
dev:6297265a414f4ad39f2c24584abad8e5,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:8f5682441d474044b675fe5b5c071598,phm:1adec0bb29af4117a0f72f272169c796
