production_tasks.uid,production_tasks.duration,production_tasks.routing_id
tf:046cffb952d94f489895e6fcca088256,2.0,ro:7128aae77f3e48188c0708fae9c58428
tf:409fbe1994b34274851c8b315aba6929,4.0,ro:7128aae77f3e48188c0708fae9c58428
tf:f9d8ae3bac4448338afc3a93dec0b51b,4.0,ro:7128aae77f3e48188c0708fae9c58428
tf:ed2da729b8744191a946436dd1c4e3e6,5.0,ro:742346b39549432990bd0b4a29840805
tf:ba1d2384c28c43c09d1da671971e23bf,7.0,ro:742346b39549432990bd0b4a29840805
tf:ed40291d6d1440a7a0aad437aa596c91,8.0,ro:742346b39549432990bd0b4a29840805
tf:e2a8362fb98749558eb36c5fd87b632e,4.0,ro:742346b39549432990bd0b4a29840805
tf:3cbcc34f0e8b4534bdbabef8f79acef0,7.0,ro:742346b39549432990bd0b4a29840805
tf:92a1f67b4547404eae9533107c59737a,9.0,ro:742346b39549432990bd0b4a29840805
tf:a06821128dd84f34a7c83eb3908765a1,9.0,ro:742346b39549432990bd0b4a29840805
tf:c8839f65c5654b678ecf17a898d0265b,9.0,ro:742346b39549432990bd0b4a29840805
tf:045aef5e125a427e8cd07537a8dbac1e,1.0,ro:432830ff213d49e9bcc68d6ff28f1c77
tf:ad18346318174861a33129fcd3f31b89,4.0,ro:432830ff213d49e9bcc68d6ff28f1c77
tf:5d0a873fd1014a6984c5aba7a0eda2c9,2.0,ro:432830ff213d49e9bcc68d6ff28f1c77
tf:355c66cf260e45aba079b329136d2067,8.0,ro:432830ff213d49e9bcc68d6ff28f1c77
tf:3635873791124d8d94a0adda327a7365,8.0,ro:432830ff213d49e9bcc68d6ff28f1c77
tf:1c9cf7aea66f4a99af4c0d63f7dce785,3.0,ro:432830ff213d49e9bcc68d6ff28f1c77
tf:b3f954d466654af086c30b856ef56d18,2.0,ro:432830ff213d49e9bcc68d6ff28f1c77
tf:78167ea7a39b467aa1b44006aaeb05dd,7.0,ro:ff44c7119397467fbcdf0c13f9248ecf
tf:f27e836d426f4962be6bef28d7ab475d,5.0,ro:ff44c7119397467fbcdf0c13f9248ecf
tf:d65aa12702184bcfba2a974dd08a4126,3.0,ro:ff44c7119397467fbcdf0c13f9248ecf
tf:a9be84271f534ca5a3801fb26e4c6c0c,9.0,ro:ff44c7119397467fbcdf0c13f9248ecf
tf:28e656942ab542629d1abe0aa9715e9e,1.0,ro:ff44c7119397467fbcdf0c13f9248ecf
tf:a1c5091105de4ca192e4e3806e54e0fa,9.0,ro:ff44c7119397467fbcdf0c13f9248ecf
tf:8c8bfc6348a14a5da968841e84e44153,8.0,ro:67e17b391f9e46dfa0b394d3ceaa6ed1
tf:4e43c3d15ee740d39bc6ea01e08c0eee,8.0,ro:67e17b391f9e46dfa0b394d3ceaa6ed1
tf:2b3b3cad90844dcab04585a4a2a1a1d0,7.0,ro:67e17b391f9e46dfa0b394d3ceaa6ed1
tf:f6a14ce0824d4b29a679f6fbb36e895e,1.0,ro:67e17b391f9e46dfa0b394d3ceaa6ed1
tf:6c283ee526934be4855fb4ed56d64a10,8.0,ro:67e17b391f9e46dfa0b394d3ceaa6ed1
tf:363a4ff96847457aa914166ebd1c5095,1.0,ro:67e17b391f9e46dfa0b394d3ceaa6ed1
tf:3e587b84189a4dc3ab1ba09fe1f073bb,2.0,ro:67e17b391f9e46dfa0b394d3ceaa6ed1
tf:a3c7983cffca42faa524a11dab7d1be3,7.0,ro:fa3483a6df65464487134cf3138d32cb
tf:f947720ad3ec4ecea7afd2347eb7e418,1.0,ro:fa3483a6df65464487134cf3138d32cb
tf:2f700c6a643d4ecb9b222caf77a9b887,4.0,ro:fa3483a6df65464487134cf3138d32cb
tf:ba1f04104e744867be18603a403b129f,3.0,ro:fa3483a6df65464487134cf3138d32cb
tf:af6e2c9389914de3aab3a8bda92aa084,9.0,ro:fa3483a6df65464487134cf3138d32cb
tf:d389ae3eb6a6405caf4db08e1b749d0c,3.0,ro:fa3483a6df65464487134cf3138d32cb
tf:75b38bfc030b4a6fae6162f76d2b9469,3.0,ro:fa3483a6df65464487134cf3138d32cb
tf:ad895a21d43649a19b42c69be1e2b203,5.0,ro:fa3483a6df65464487134cf3138d32cb
tf:c008c07e2aed4f64995def836fa5a54e,8.0,ro:fa3483a6df65464487134cf3138d32cb
tf:140bacb309dc426a924252effa37077c,9.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:89303a360e4e4b8e8e48f280538c0989,4.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:3c5779e96da944c599c5fd5f19beacab,1.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:452eb2794ecf42e7898cba0a4827e716,8.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:ba26636ef1ec425aa721c0d48c9a206d,9.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:53dea2d895ff4b5a98d19f6a847960a7,1.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:ab4ddf46776e47b289ac12220c71a813,6.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:84aa88d5fc6e4b09af6a55456a483187,6.0,ro:679bb68ffef44d039989b49a274d4e2e
tf:45369acf334d4598876b03871f491359,2.0,ro:6b5b451b0bb946f78250393e450a4dfe
tf:da00326983a240d29497da18b422435e,9.0,ro:6b5b451b0bb946f78250393e450a4dfe
tf:4ef93eae44e9424592c9e7f3cb9ea04f,6.0,ro:6b5b451b0bb946f78250393e450a4dfe
tf:d6ef422456704c99ae45f0a97d21d874,5.0,ro:6b5b451b0bb946f78250393e450a4dfe
tf:42e7d2e0ffd4427984df3e3cd7c95e91,9.0,ro:6b5b451b0bb946f78250393e450a4dfe
tf:2fd6bcba9a8e4082a52f3deb1fd94321,7.0,ro:135957cc230843edbe5d2f7c744c109c
tf:6592412631f24bd9a71e01818030977f,4.0,ro:135957cc230843edbe5d2f7c744c109c
tf:70d461628a7c42708e2811be05aa0242,3.0,ro:135957cc230843edbe5d2f7c744c109c
tf:757fc446a05c4e6da989bd171b0726c3,4.0,ro:135957cc230843edbe5d2f7c744c109c
tf:febc525caefa4e25b0771f2b389dcae6,3.0,ro:135957cc230843edbe5d2f7c744c109c
tf:cbc9c63944394749a3b4c4a6fa4799e0,2.0,ro:135957cc230843edbe5d2f7c744c109c
tf:71685424df244f3ab3b33c683fff55d5,4.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:1974ed3ecf4e4a79be656d5142306d04,8.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:07b272e0e258428e972f2e56e2cff5e6,4.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:5015179a0c0a468bb0c42b308f794858,8.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:792b82e11249424cbb3f2cfbd0a4c214,6.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:1809efc3dd2c4426b40267a7ee070269,2.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:9f3ea85fb1a0449aa1cda898a0a6f8ef,8.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:64b4b6c6957f4537a5285cb6098b20ce,4.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:e1d13162105e49428d456246878a16f8,2.0,ro:81512cd62bf84eeab6ebd7459e1a1f8c
tf:bccf037619cd49c5b0ded57faf49f9ba,1.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:fc4c079b20044cff8ead0b6b7162a13a,9.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:8d2306f868d34469841e8a25e394eab4,5.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:ade3aec984d94d9490d9ae022784b90d,6.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:40c2f3d22dc4489da9c84be470618ce0,8.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:1f4bb00b9f504dbb9639cd87da5e1825,9.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:83afce88704f4af6bf2c32192e8dd34b,8.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:42915cefe1c94ef4a716799275b99266,9.0,ro:d5a4f3d547b44c7ab0c6e3d46346622f
tf:26114b3fe2f14a229f6b5586777dbb59,2.0,ro:c5aeeadec9714c3b9bc9037ce7080cff
tf:bfe8eb02c42142fd83498e7abd655016,1.0,ro:c5aeeadec9714c3b9bc9037ce7080cff
tf:7f949e602f1441038b5d3962992c9b2e,9.0,ro:c5aeeadec9714c3b9bc9037ce7080cff
tf:ad3cf7cd7c4c43d1b2de86d0e9612611,1.0,ro:c5aeeadec9714c3b9bc9037ce7080cff
tf:82ad1ece399940579553d30c146470c0,4.0,ro:c5aeeadec9714c3b9bc9037ce7080cff
tf:89db00d23b0c41b3bd2fce90e7acd196,9.0,ro:266949a8608b4f819418d17205cf4716
tf:c65de4db1ce34b1daded5bcf48022e4e,7.0,ro:266949a8608b4f819418d17205cf4716
tf:2b7a2adc44f04f8c83d0aff8aec3c1eb,3.0,ro:266949a8608b4f819418d17205cf4716
tf:e5e1ae4369b947cbad2072b25748b79d,2.0,ro:266949a8608b4f819418d17205cf4716
tf:569d2ab4be94489e888361df3d9d9b9e,1.0,ro:266949a8608b4f819418d17205cf4716
tf:c8fa65c83af744a883c71fe4dbb00ddf,4.0,ro:266949a8608b4f819418d17205cf4716
tf:7e1a74774f3b406ba306b317ad030a7b,2.0,ro:705f9dfe24724206820bebd2c616a71d
tf:c7fa55857dc54b0cba0bb4a3d8f546db,1.0,ro:705f9dfe24724206820bebd2c616a71d
tf:b6326115ea034061b9900d47422926be,3.0,ro:705f9dfe24724206820bebd2c616a71d
tf:a43cd68530b944828c2313b2c5f5f802,2.0,ro:705f9dfe24724206820bebd2c616a71d
tf:e9ae487d14a548088fa1ca314c2bad22,9.0,ro:705f9dfe24724206820bebd2c616a71d
tf:358bebe5344048f0969cc82faa5b6dc4,1.0,ro:705f9dfe24724206820bebd2c616a71d
tf:9af9784daa4d4fdd9ea06f953accd0d1,4.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:9f8267cbdb7b4c46930a9abe59dad5a0,5.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:b25d4810d0f34c1fbfd839b581a28673,8.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:487f386f6f7c46b38a493f3cc5b9d1c1,7.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:98c7665f8e7e46dc9dfa4b55e20bfcf6,8.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:f69430871fb5491b889fc8831aa3eb33,4.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:80821e5488ed4e3f9ccf5770a66a71fe,6.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:4cb3f57440fe465aafc819bc0c7fa2a7,7.0,ro:c74c74b6fb5e4b6bb6b3bbba4729f692
tf:afed778194424218a4a7d7a0913a05e7,3.0,ro:8651c82404e34317b26e2c327db68239
tf:d8013868850243f6a0e0a501200bc2cc,5.0,ro:8651c82404e34317b26e2c327db68239
tf:7e3a8601f76042f6b45ffbdbb9594d3a,9.0,ro:8651c82404e34317b26e2c327db68239
tf:d5dd23c0d7cc4f37b8a456187104be8c,9.0,ro:8651c82404e34317b26e2c327db68239
tf:e5b53f242c0a4d568e927cf88e8fce00,2.0,ro:8651c82404e34317b26e2c327db68239
tf:8cd840893ce24217bee367fd40becdb9,6.0,ro:8651c82404e34317b26e2c327db68239
tf:49e83df9d13b4f2197744077d69fea5b,4.0,ro:0479c941fe894d9cacfcde4da9e20dd6
tf:9bf286e848ca45b9995c4eb8a0bdee54,8.0,ro:0479c941fe894d9cacfcde4da9e20dd6
tf:90d245fd3aff431a84658842bc399af2,5.0,ro:0479c941fe894d9cacfcde4da9e20dd6
tf:50cd3962dd45491ea5a744164795773b,7.0,ro:0479c941fe894d9cacfcde4da9e20dd6
tf:c71ed6f7853043958fc6e8deb8184cfc,3.0,ro:0479c941fe894d9cacfcde4da9e20dd6
tf:7e87f31551d5490494e8b2ed99e67ee1,4.0,ro:0479c941fe894d9cacfcde4da9e20dd6
tf:32589cc583ac499face331f18520ad57,1.0,ro:55b3e0d4e054400aacc2b7a2f33af12b
tf:b3ed0fdb3dfe4e919123dc51f606fa17,3.0,ro:55b3e0d4e054400aacc2b7a2f33af12b
tf:3c719951efe1473c9b81872eaf44a333,9.0,ro:55b3e0d4e054400aacc2b7a2f33af12b
tf:12bacadeb9ac416fb65880aa3a1e030b,5.0,ro:55b3e0d4e054400aacc2b7a2f33af12b
tf:883e4f778112407692084a7ac78db88a,5.0,ro:55b3e0d4e054400aacc2b7a2f33af12b
tf:887abdfcf73f4cecb05d330439eeb958,4.0,ro:55b3e0d4e054400aacc2b7a2f33af12b
tf:368cc6776b64402697c5a63978852988,7.0,ro:ee2995bb57f3411aaaf84a6927ee5501
tf:8b50c9cf87064cce92b5f78ed75ed3e3,5.0,ro:ee2995bb57f3411aaaf84a6927ee5501
tf:2e8609faf06b438f8f9269890619793d,5.0,ro:ee2995bb57f3411aaaf84a6927ee5501
tf:3ab6394059e84841ae3d03d4392900de,3.0,ro:ee2995bb57f3411aaaf84a6927ee5501
tf:101e58799e82466a8e2079d16c13d686,2.0,ro:ee2995bb57f3411aaaf84a6927ee5501
tf:5e043bcca11f460288721bc651913abe,4.0,ro:ee2995bb57f3411aaaf84a6927ee5501
tf:d7cdd2a17e894649877fdfe7819189b5,7.0,ro:ee2995bb57f3411aaaf84a6927ee5501
tf:1b22c8b877094d57bfed415082058553,8.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:b65303589e0a4301beab40115652b6a8,3.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:5131eb3f2b0848caaacd2811c9140ca3,3.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:60013955e16a4d1ab8ade9714be4f3e2,9.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:68814ffd06504bd1a59e58a93d89aa71,3.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:e81e1c47eb4f415e8f75755ffd09d668,4.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:0d2c61220b14443f8434ff1f7d362336,1.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:7fa948d9ea9942afb3443e3c736954ed,7.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:ada48f61b24d440999319850dccf7a9a,4.0,ro:be5b2e9ec04847a99a99445cc6743acd
tf:e5abd540a61e4e20a8b09d23b37304ca,4.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:1603119be80542acbe1f8a59c5a8b2f9,7.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:346954234fa94827977cc5b5293dddc5,5.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:c5905a25158946598167d10bb481cff8,1.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:d618547862574694a66a8a1d66ffd22a,6.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:01ec4b49bad444e3bdb4a8af01f39397,4.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:03f0e80325484ad39da1f9e60b6c6077,2.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:5413475869eb4856bddd345eed8f91c3,6.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:acda866bde194b04b5928553ebb1408a,7.0,ro:b08dad0e1c13483f9086afc88eaa6273
tf:71dadcacae2e46ecad31d6423a3e96ed,2.0,ro:d699fa89a8f24e428ff3b5c2508723e1
tf:2930c7509b63459e937b4887857931f6,4.0,ro:d699fa89a8f24e428ff3b5c2508723e1
tf:ba8df91cb2b648cca4eddd1b58421c76,8.0,ro:d699fa89a8f24e428ff3b5c2508723e1
tf:bedcaa7170e94ae1b390e1701d5fbd55,9.0,ro:d699fa89a8f24e428ff3b5c2508723e1
tf:2164cf13ae8040d5a55a6c16ced25e26,7.0,ro:d699fa89a8f24e428ff3b5c2508723e1
tf:22cdc956887246e68f9ff08d45a3d661,7.0,ro:d699fa89a8f24e428ff3b5c2508723e1
tf:3317181e361948718cd85736eb516edc,1.0,ro:db174f7f2f5349c4915c347b6c914768
tf:6b1f289483664398b31f77e2ebf9cada,4.0,ro:db174f7f2f5349c4915c347b6c914768
tf:1b4ee5bd32ad4320a86d5d834895c8bb,2.0,ro:db174f7f2f5349c4915c347b6c914768
tf:8ff9375f013140df977d5d73e5a63212,2.0,ro:db174f7f2f5349c4915c347b6c914768
tf:59e93baa66da4499b48437b5c8285c2e,4.0,ro:db174f7f2f5349c4915c347b6c914768
tf:81547801142c4366a71bcbd54b936daa,8.0,ro:db174f7f2f5349c4915c347b6c914768
tf:adc950bf084f439f8c0d0e21c328be30,6.0,ro:db174f7f2f5349c4915c347b6c914768
tf:1102c6ca48a54d0eb18eb79bae6bddc2,9.0,ro:a99aed085055467d83b96530b65fe018
tf:6e8102050e8949eab5e7a1cccdbf26b2,9.0,ro:a99aed085055467d83b96530b65fe018
tf:292cd09c146748feb1c6e71310348cea,6.0,ro:a99aed085055467d83b96530b65fe018
tf:91fffadd75a24a69ba58c665c91e2330,8.0,ro:a99aed085055467d83b96530b65fe018
tf:fa3b7a0d3d3a4317990a73f2aaef61b2,7.0,ro:a99aed085055467d83b96530b65fe018
tf:bf98aab4cd43440ea76b9c3f0c7f21d9,6.0,ro:a99aed085055467d83b96530b65fe018
tf:3efedeeba6a74841bcf33a719df8a338,5.0,ro:a99aed085055467d83b96530b65fe018
tf:7f0e10c8ef084ed18ab5a7d4d82203c3,2.0,ro:a99aed085055467d83b96530b65fe018
tf:2d73e9afcf6340a3bf34a8848e2a8e8b,3.0,ro:a99aed085055467d83b96530b65fe018
tf:5ae6ff4952d14842bd40018037743425,2.0,ro:8bf090e8e0e443e698d14826cc7b448c
tf:56eb84b466d843fc898fe62398d54114,7.0,ro:8bf090e8e0e443e698d14826cc7b448c
tf:a76b8e54b63d4c4980767df4d0a1e54a,9.0,ro:8bf090e8e0e443e698d14826cc7b448c
tf:cb49f0ec6ad74e819c8cefdbbce4df05,6.0,ro:8bf090e8e0e443e698d14826cc7b448c
tf:41b8b5f5786543cc9ebfcd9544e1b4c4,9.0,ro:8bf090e8e0e443e698d14826cc7b448c
tf:513b739992334518a00878d06a172530,3.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:5956b52c5a0d4a9a97cba83d7da4dbf2,1.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:fe83e952cb314878a21df0266be5f898,4.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:6f67839fa3094dffa998bf162fb81f73,8.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:dc873184eda64727b58e2a3986d55a88,6.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:97a3480055764cc9adf44ddc2c3217a5,9.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:2c142aec6d0949d7acf9e809e03ab2a5,5.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:b07a3583c3fa4d1194471f7a86a678cd,1.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:35288f5aaf7c417387856472c77c3471,7.0,ro:72a619ca7da2460dbe8a5f61de0a958c
tf:b86fa24732714441a3c96262a56a5fda,4.0,ro:12528463bc2c4d31866330106f4785a7
tf:4a32d0b69827467db27b6ad4694568a5,8.0,ro:12528463bc2c4d31866330106f4785a7
tf:2c5aa5233aab410fb30018eeb35a49cf,1.0,ro:12528463bc2c4d31866330106f4785a7
tf:6c4b8e526a5d436cb4f8972dc6f95ab2,2.0,ro:12528463bc2c4d31866330106f4785a7
tf:071d160891b449ccb9a7fb5b9b1b7a68,2.0,ro:12528463bc2c4d31866330106f4785a7
tf:aac48ba1cf1e4a638d716e287ae35376,5.0,ro:12528463bc2c4d31866330106f4785a7
tf:b6dcb4c3f318461d9e50315d6748035b,6.0,ro:12528463bc2c4d31866330106f4785a7
tf:c4cddda42f114592951dbb6fd72f2c98,9.0,ro:12528463bc2c4d31866330106f4785a7
tf:399f30781b03482db1374a8df7b76595,8.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:b9b5bfd19aea44dba2deb2e30651119c,7.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:28fe37f90fb74274854972438ccca017,7.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:f673b153bc9d4241b9b4da1c21e59bd1,2.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:0f0f96e4b9764eeabd893d44b2fb2351,7.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:f1f33fe350f04722a99d5c251645a54a,7.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:1114f5314e474ef38ac6244e1c0839ed,5.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:78f8db9ceefe4d4785b66fe38e960cc8,9.0,ro:649eabcdf87b4664bdf0d5f8b850fe0f
tf:855488780bc54b8c9cc3db3115ce0f1c,8.0,ro:349de249b77e40d0b6c1f17238016c68
tf:65a666d498ef412b89371daf338030d6,7.0,ro:349de249b77e40d0b6c1f17238016c68
tf:e6ca0834f2544e71a4d95b03ca5ff13f,9.0,ro:349de249b77e40d0b6c1f17238016c68
tf:970defcb674f44b6811a742dd3d7880c,4.0,ro:349de249b77e40d0b6c1f17238016c68
tf:317814f0e1eb4852b0f6f0e0a8966b14,9.0,ro:349de249b77e40d0b6c1f17238016c68
tf:206cc76d29a14d9bbbb6ec741a74f00a,3.0,ro:349de249b77e40d0b6c1f17238016c68
tf:497a94a3947b49fba455d952c471847a,5.0,ro:349de249b77e40d0b6c1f17238016c68
tf:e9500fa59ceb4ed1b75f0366edfdffcd,6.0,ro:349de249b77e40d0b6c1f17238016c68
tf:061ff354981744348f35a65785c757c3,7.0,ro:82d6b15015fb4f6f957c6eb885617720
tf:6f4e1db0ff4e4956a14d1e08153a4b0e,3.0,ro:82d6b15015fb4f6f957c6eb885617720
tf:4da712a63b054b0bbc4d591cd022d02b,9.0,ro:82d6b15015fb4f6f957c6eb885617720
tf:29cdc8bd405a4347a28bfe0fbd8d4356,2.0,ro:82d6b15015fb4f6f957c6eb885617720
tf:01f84a85bb0e4e2d8483d65af5d1dcef,8.0,ro:82d6b15015fb4f6f957c6eb885617720
tf:9ca063b07a094f24a10bcdd206837046,7.0,ro:b1e75bc3a14348528718de53ce7602ba
tf:4eb16f40a69d4722b68799d1d0ecc6c3,5.0,ro:b1e75bc3a14348528718de53ce7602ba
tf:16bfec323b8346c7a91ecb72ac220cb1,7.0,ro:b1e75bc3a14348528718de53ce7602ba
tf:6a4ffcc49e2543c0a18c6934cbad407d,6.0,ro:b1e75bc3a14348528718de53ce7602ba
tf:ca30b2c44c11469a9dee6305be4951a2,9.0,ro:b1e75bc3a14348528718de53ce7602ba
tf:c163f2232b8540be85980a32db3fdb00,4.0,ro:b34e81dad4a144fc9f6b964cec566ae4
tf:c1cf8d53bf4344f4ab7cdc7e63ee6f1e,8.0,ro:b34e81dad4a144fc9f6b964cec566ae4
tf:a0510e5cfdd84ec3954d26ac62494dda,6.0,ro:b34e81dad4a144fc9f6b964cec566ae4
tf:f20947f79d4449a59d1d394f290d1a31,6.0,ro:b34e81dad4a144fc9f6b964cec566ae4
tf:009fa7c0d6fb454191218181dd60ee4e,2.0,ro:b34e81dad4a144fc9f6b964cec566ae4
tf:fe8db1c3daec40b18048bd6030856116,5.0,ro:8a788e9a2c8846eda10c39aca4438ecd
tf:c87bea617ccf4a748c665e15c6bc4eba,2.0,ro:8a788e9a2c8846eda10c39aca4438ecd
tf:f768947127574de4969b31fee7c48897,8.0,ro:8a788e9a2c8846eda10c39aca4438ecd
tf:4c5760e1ac04454991b7ed45028632cb,2.0,ro:8a788e9a2c8846eda10c39aca4438ecd
tf:049408d4a4d64b04a9b4ab1ae0bb396a,4.0,ro:8a788e9a2c8846eda10c39aca4438ecd
tf:305f7f2228074978b7f87743b05660d7,7.0,ro:8a788e9a2c8846eda10c39aca4438ecd
tf:5e487b5958e04961a999718ffbba741e,2.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:49e84a037ff940729606501f163f447e,7.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:8286deaef9804d7db7829e80e1cdb408,6.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:950ea1ca23744c58852cbe4013134d63,3.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:fdea446e968d47faa6daf14f9e7068b8,5.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:81fe934ec96849e2afb32b6a1d6cc56f,7.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:86d1f38860764dba9ccd320c81955817,5.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:16ab65900abd40b2b7c9636909592ea9,5.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:5355fd3f17f94eb3aff3bc77d4ad722e,8.0,ro:c03eba83f08740de920c47a04fdec4ec
tf:3020261f8cb042ca861055aabde2acd2,5.0,ro:59365ddd876c4a70bd52ecb5fce9b7e1
tf:f3d5605669004371b582c0480a831b21,2.0,ro:59365ddd876c4a70bd52ecb5fce9b7e1
tf:76a2e16800674d54a18e676c0030116f,7.0,ro:59365ddd876c4a70bd52ecb5fce9b7e1
tf:a84f74b26ad94edd87917171edad2377,3.0,ro:59365ddd876c4a70bd52ecb5fce9b7e1
tf:8053cfc24e784f13836ff9dc721ffbe9,1.0,ro:59365ddd876c4a70bd52ecb5fce9b7e1
tf:cde0b7a5f96d4391ade34a803cbf9d92,7.0,ro:59365ddd876c4a70bd52ecb5fce9b7e1
tf:6a29d4f394fd4eb69c182e4a24a48822,5.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:4b696ca9646446c786aa4c2a24eb16f4,9.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:cf94477122504e65ad7f393ba70a4980,1.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:f1f40356f4ac4300b9d3e026946c14c7,4.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:755b13a104974f96b02e0d0fe040f88a,3.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:d2d1523b46194a2fbc6b6e02aae4d0fc,7.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:cb4d7e028f184e9196f6b257101483e6,4.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:f7195a51df7841c1aeca4d0e3d4ea698,1.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:b605b4a0b59c45e18b82a1ff57d929a3,9.0,ro:5bfdf45abac245a6af4f369a95951ca7
tf:6343b8945d90498d9548585ed3970bdf,7.0,ro:50468a60eb744178ade34d03d60b77ac
tf:44b2ab81bf844eea8f475f2b8bae989f,1.0,ro:50468a60eb744178ade34d03d60b77ac
tf:40367711b344479e9232622ff76331e3,2.0,ro:50468a60eb744178ade34d03d60b77ac
tf:e30241a65ea64308bf02203eb57482e5,2.0,ro:50468a60eb744178ade34d03d60b77ac
tf:ebf3db957afb4a1d8df575fc1d514e88,5.0,ro:50468a60eb744178ade34d03d60b77ac
tf:cabef7ec4c4b47f59ea561f0b7f7ee9c,5.0,ro:a7e22855a64c4e36ab3f3e2dbb1b54f3
tf:3469d86d1d154ed6930526425b70ae0e,5.0,ro:a7e22855a64c4e36ab3f3e2dbb1b54f3
tf:e41c7fd74cf74c91bb586bd64614f7d5,5.0,ro:a7e22855a64c4e36ab3f3e2dbb1b54f3
tf:2d307cad175a42b1953e0fc94a75dee8,2.0,ro:a7e22855a64c4e36ab3f3e2dbb1b54f3
tf:07b1b8d395d14f2d925f7af3bdba07ed,8.0,ro:a7e22855a64c4e36ab3f3e2dbb1b54f3
