positions.task_id,positions.exp_id,positions.start_time,positions.end_time,positions.ressource_id
tf:79b87e5d861149d284bb2a787aa03b16,exp:0710c9d816554199a4d8d4b1bbee2684,283.0,290.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:6af43138aaba4a4eb5e0a272ae71d586,exp:0710c9d816554199a4d8d4b1bbee2684,515.0,522.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:69e2e09c67684504a5cbba3977aadd93,exp:0710c9d816554199a4d8d4b1bbee2684,522.0,524.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:fc30d9bf3edd4b799bb3666df9bc6c38,exp:0710c9d816554199a4d8d4b1bbee2684,524.0,528.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:a5f00e3c4b254c93845faf3c6f1a43b8,exp:0710c9d816554199a4d8d4b1bbee2684,528.5,530.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:9f07b000eed644a9b990674e544ab635,exp:0710c9d816554199a4d8d4b1bbee2684,530.5,536.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:1ca755ffbe3f4310877561e9cdd26287,exp:0710c9d816554199a4d8d4b1bbee2684,536.5,550.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:36022084cba24851b01bd98d269190aa,exp:0710c9d816554199a4d8d4b1bbee2684,208.0,218.5,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:84e308ff8d8e4b8cab6ccab15b66b80c,exp:0710c9d816554199a4d8d4b1bbee2684,522.0,529.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:f5bb2f8bd5b74f2da1f38785c61f3501,exp:0710c9d816554199a4d8d4b1bbee2684,550.0,558.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:42016c2a866f46edb956946d759fb5a0,exp:0710c9d816554199a4d8d4b1bbee2684,563.0,571.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:149e136144844baab4fa6c10ca09417c,exp:0710c9d816554199a4d8d4b1bbee2684,571.0,578.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:0b097ee004524576867783a078463f82,exp:0710c9d816554199a4d8d4b1bbee2684,578.0,584.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:16f8cf738c08454087cd094cd569328a,exp:0710c9d816554199a4d8d4b1bbee2684,584.0,586.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:f4252b6d83204e96898b41eba169a93b,exp:0710c9d816554199a4d8d4b1bbee2684,586.0,587.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:70b4a7bd3f2c406a92ba28bbb5082431,exp:0710c9d816554199a4d8d4b1bbee2684,587.5,599.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:7803291f96444407a027f260278ef930,exp:0710c9d816554199a4d8d4b1bbee2684,599.5,601.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:732dc68811c6426fa276154fef34d446,exp:0710c9d816554199a4d8d4b1bbee2684,601.5,607.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:7cc1929ce95b4cfb9193719ee6ee80df,exp:0710c9d816554199a4d8d4b1bbee2684,607.5,609.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:57441f83637548fe817042f2e824c992,exp:0710c9d816554199a4d8d4b1bbee2684,384.0,387.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:706e9363b5b14e9aba779ee3aa8a7def,exp:0710c9d816554199a4d8d4b1bbee2684,609.0,613.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:cea92b2d72d84d6fb69a06b6eb6c9ddf,exp:0710c9d816554199a4d8d4b1bbee2684,613.0,618.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:dddf6b71d936462bab08b468e77c0c0e,exp:0710c9d816554199a4d8d4b1bbee2684,618.0,627.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:a493dd14c5cc4cb1a02a09353672224a,exp:0710c9d816554199a4d8d4b1bbee2684,627.0,633.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:d1545d18e72b4a8e9ff354e8578d69f6,exp:0710c9d816554199a4d8d4b1bbee2684,638.0,641.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:124bbee828164f8bb271ae3dbf6b1222,exp:0710c9d816554199a4d8d4b1bbee2684,641.0,650.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:6784feb6f68f409087802abbeaf33cd3,exp:0710c9d816554199a4d8d4b1bbee2684,650.0,659.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:c23fe9d30bea49f882ecd4a51b328871,exp:0710c9d816554199a4d8d4b1bbee2684,392.0,401.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:5ad1642bce8541dab6cbf54a815dd262,exp:0710c9d816554199a4d8d4b1bbee2684,659.0,660.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:bacb7bcd4c8e41b9b6610fa6158e5460,exp:0710c9d816554199a4d8d4b1bbee2684,513.0,516.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:170f9373f13c4637a4417a6d9647ae74,exp:0710c9d816554199a4d8d4b1bbee2684,660.0,661.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:4d4c37beeb2b4505860be9a1f2583cd1,exp:0710c9d816554199a4d8d4b1bbee2684,666.0,678.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:5022ed62261e498e9b636253ff82a40c,exp:0710c9d816554199a4d8d4b1bbee2684,678.0,687.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:f4e1aa57ac9e4562bcd96cbbcf161d0e,exp:0710c9d816554199a4d8d4b1bbee2684,687.0,696.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:9942256d9dbd42d8a8a851e7eb8ba124,exp:0710c9d816554199a4d8d4b1bbee2684,696.0,697.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:b2396a181b8c400cb77bfa24f84fdb77,exp:0710c9d816554199a4d8d4b1bbee2684,539.0,542.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:7ad4067fd7694c26a63e94d265030f10,exp:0710c9d816554199a4d8d4b1bbee2684,542.0,555.5,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:1b918bcc3040496c8d69d6f78fc012b4,exp:0710c9d816554199a4d8d4b1bbee2684,697.0,704.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:d5f912b33b954efeaf8a372efda2200a,exp:0710c9d816554199a4d8d4b1bbee2684,704.0,709.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:2549154dc0c9439e8856c2c31f91c80d,exp:0710c9d816554199a4d8d4b1bbee2684,709.0,714.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:68ee290e345e480e8212bd3085e117fc,exp:0710c9d816554199a4d8d4b1bbee2684,714.0,716.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:e912b61b9fcb468992b706f568a4a0a1,exp:0710c9d816554199a4d8d4b1bbee2684,721.0,734.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:ad3c81c36f934ca692aafbe754b44e08,exp:0710c9d816554199a4d8d4b1bbee2684,555.5,557.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:e3d5c0663cc4478998f864dfd02740aa,exp:0710c9d816554199a4d8d4b1bbee2684,734.5,735.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:fc66525a998a4432bb6f8a48327611e9,exp:0710c9d816554199a4d8d4b1bbee2684,562.0,572.5,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:459b1a967b0640a58028f52dcebf76d7,exp:0710c9d816554199a4d8d4b1bbee2684,735.5,743.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:a4e97c3051af4ddc84853746b1620521,exp:0710c9d816554199a4d8d4b1bbee2684,534.0,535.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:83d9a4ec565140afa50c185ddd98717b,exp:0710c9d816554199a4d8d4b1bbee2684,535.0,537.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:92b814470ede48e0ba1189d216af5dbf,exp:0710c9d816554199a4d8d4b1bbee2684,537.0,542.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:71942076312d4d4b8c3e2dcd4903db74,exp:0710c9d816554199a4d8d4b1bbee2684,542.0,543.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:e3db4d814c164e7d980563050a3f5ec2,exp:0710c9d816554199a4d8d4b1bbee2684,748.5,750.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:4854ef7f3c604e2baec79398314bbbd0,exp:0710c9d816554199a4d8d4b1bbee2684,750.5,756.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:99dfec09ac8f405bb96bb05cb540a7b9,exp:0710c9d816554199a4d8d4b1bbee2684,756.5,764.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:ccdb20eec80e43f2ad82505016237b87,exp:0710c9d816554199a4d8d4b1bbee2684,764.5,771.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:fd069d2406bc4a18ac22073127aaa372,exp:0710c9d816554199a4d8d4b1bbee2684,771.5,779.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:56990cb2f876464f85dc37aaeb6c394c,exp:0710c9d816554199a4d8d4b1bbee2684,779.5,788.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:19fc736c4b614214a37fac704c97aa17,exp:0710c9d816554199a4d8d4b1bbee2684,543.0,547.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:a52e5d4152184962b867098574fb1d9b,exp:0710c9d816554199a4d8d4b1bbee2684,567.0,570.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:7d782b996ac046d8933d33f311c17ec1,exp:0710c9d816554199a4d8d4b1bbee2684,793.5,794.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:f4e3446d667e460eb1a99026ead29364,exp:0710c9d816554199a4d8d4b1bbee2684,794.5,799.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:cb8bac94ddd34cf7bbe226869b9548ec,exp:0710c9d816554199a4d8d4b1bbee2684,799.5,800.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:2199bce26f814f80b781ffe10ec0276c,exp:0710c9d816554199a4d8d4b1bbee2684,800.5,805.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tm:27b4605ebc344afd9136d25f037d5406,exp:0710c9d816554199a4d8d4b1bbee2684,558.0,563.0,mr:72172995a7e24ac0a8a1cff36c156a08
tm:ce4bffb3c1d74333bb8f54772ae8c0d6,exp:0710c9d816554199a4d8d4b1bbee2684,633.0,638.0,mr:72172995a7e24ac0a8a1cff36c156a08
tm:0f47f262dcf34db9a4bfae9c847cbf47,exp:0710c9d816554199a4d8d4b1bbee2684,661.0,666.0,mr:72172995a7e24ac0a8a1cff36c156a08
tm:dca877e239f8427da91dad468d5300de,exp:0710c9d816554199a4d8d4b1bbee2684,716.0,721.0,mr:72172995a7e24ac0a8a1cff36c156a08
tm:2ed8aa709c3c4fdb90e3e35e0a2800de,exp:0710c9d816554199a4d8d4b1bbee2684,743.5,748.5,mr:72172995a7e24ac0a8a1cff36c156a08
tm:b4ca6fa7de2243d2b4aaa05e3369f1f8,exp:0710c9d816554199a4d8d4b1bbee2684,788.5,793.5,mr:72172995a7e24ac0a8a1cff36c156a08
tm:2976a5d2ce014bb28ef6d59bd5ec1db1,exp:0710c9d816554199a4d8d4b1bbee2684,387.0,392.0,mr:d96af47df92c4ef796cdc49957b89ba3
tm:f2f2a7f7072e43f093a78ef661bcdfec,exp:0710c9d816554199a4d8d4b1bbee2684,534.0,539.0,mr:d96af47df92c4ef796cdc49957b89ba3
tm:8942ad8bcad7413a99aea5f2efe4885e,exp:0710c9d816554199a4d8d4b1bbee2684,557.0,562.0,mr:d96af47df92c4ef796cdc49957b89ba3
tm:be5db4a406ca4d5aa718a341d8a27182,exp:0710c9d816554199a4d8d4b1bbee2684,529.0,534.0,mr:d96af47df92c4ef796cdc49957b89ba3
tm:1dffa452a00a4cb09129c1cd40f61702,exp:0710c9d816554199a4d8d4b1bbee2684,562.0,567.0,mr:d96af47df92c4ef796cdc49957b89ba3
tf:d8755fbc8abd4d6cb1095493e2a4e797,exp:0710c9d816554199a4d8d4b1bbee2684,584.0,591.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:49faed49b6d94a04a341164a75d3c926,exp:0710c9d816554199a4d8d4b1bbee2684,591.0,598.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:f1bb133373d844e3b780fc31edaa36c7,exp:0710c9d816554199a4d8d4b1bbee2684,609.0,614.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:c503cec20486470f81c259de9bd85a67,exp:0710c9d816554199a4d8d4b1bbee2684,614.0,622.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:bf2f03ac1ba74d75a75db9cd92af7b81,exp:0710c9d816554199a4d8d4b1bbee2684,622.0,623.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:309b21e238024496b94331740a1ac3b8,exp:0710c9d816554199a4d8d4b1bbee2684,805.5,807.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:4850fd2399e64ef7b870e5e15d1c1334,exp:0710c9d816554199a4d8d4b1bbee2684,807.0,814.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:4fbf3fd17c52495995e86cfad37acc6a,exp:0710c9d816554199a4d8d4b1bbee2684,814.0,817.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:307668334f714f449328fc4917323cec,exp:0710c9d816554199a4d8d4b1bbee2684,633.0,639.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:a330e972c71d4870b4dd93799dd31512,exp:0710c9d816554199a4d8d4b1bbee2684,639.0,648.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:21bb824bcdb944548a5b0eeed3c63eb5,exp:0710c9d816554199a4d8d4b1bbee2684,648.0,649.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:a2f9a5cac6f24fcbba3ce0dec6ddbed1,exp:0710c9d816554199a4d8d4b1bbee2684,649.0,658.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:ba46f225c2434ae18dde7dbb6f620b8c,exp:0710c9d816554199a4d8d4b1bbee2684,817.0,823.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:16aa6be0b5c44ca2997ea72fc20b594d,exp:0710c9d816554199a4d8d4b1bbee2684,823.0,824.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:12aa3e2441764115bd48a57fb9b764dc,exp:0710c9d816554199a4d8d4b1bbee2684,658.0,666.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:a1436da870694e379b78eb60388da89e,exp:0710c9d816554199a4d8d4b1bbee2684,824.0,832.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:5020d7857ae7471ebb636e9448ae7ce7,exp:0710c9d816554199a4d8d4b1bbee2684,666.0,670.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:0d10d69e42bb4f06859cf0119eb41f67,exp:0710c9d816554199a4d8d4b1bbee2684,832.0,837.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:eb67037a4ccf49e08d6db116ff66c6d2,exp:0710c9d816554199a4d8d4b1bbee2684,675.0,681.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:53f8f2a929304251983d3700e842bf46,exp:0710c9d816554199a4d8d4b1bbee2684,681.0,684.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:7d768143eb674570aad826ca33257a56,exp:0710c9d816554199a4d8d4b1bbee2684,837.0,844.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:9fd12502367643e7806b4a28aeac89e8,exp:0710c9d816554199a4d8d4b1bbee2684,696.0,702.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:4850eb34f2f94d0ba40a96ce04431a75,exp:0710c9d816554199a4d8d4b1bbee2684,702.0,711.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:d434245061ee49efb55eb12221f94564,exp:0710c9d816554199a4d8d4b1bbee2684,711.0,713.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:aecbfa94303f48f4b9f438ad65deb3f5,exp:0710c9d816554199a4d8d4b1bbee2684,849.0,858.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:bbbb3674105f4d7f870b8fff0fa3144d,exp:0710c9d816554199a4d8d4b1bbee2684,858.0,861.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:266289a1da0a4445bffc402ba478d7b6,exp:0710c9d816554199a4d8d4b1bbee2684,861.0,868.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:106ed60ab55c4e6798447ab06625e925,exp:0710c9d816554199a4d8d4b1bbee2684,713.0,714.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:1eb4e7f3c5004ba9bd955c3b34f647ea,exp:0710c9d816554199a4d8d4b1bbee2684,868.0,870.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:0c36ba5ebf3c4a5c93a2eeb22698d02d,exp:0710c9d816554199a4d8d4b1bbee2684,714.0,716.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:67ebcbd5657f435aaa4dd89d0f1a989d,exp:0710c9d816554199a4d8d4b1bbee2684,870.0,875.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:8320afb3385746d599a4d6275b7cc283,exp:0710c9d816554199a4d8d4b1bbee2684,875.0,887.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:8a286c24817e4b229b841580c4272d4f,exp:0710c9d816554199a4d8d4b1bbee2684,887.0,888.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:cc42f2053c9847e384f0f440df368dcf,exp:0710c9d816554199a4d8d4b1bbee2684,734.5,735.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:6eadbff834ac492090a8fc2135ce8ef7,exp:0710c9d816554199a4d8d4b1bbee2684,735.5,742.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:a0d1e746ad784451b80acac4a8c5c3a7,exp:0710c9d816554199a4d8d4b1bbee2684,742.5,746.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:60ae5878349544a39c949729af6413f2,exp:0710c9d816554199a4d8d4b1bbee2684,746.5,754.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:97db04d28a6748ababd042768dcf9401,exp:0710c9d816554199a4d8d4b1bbee2684,888.5,890.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:4656e550084544628300e4fbc81b7ddd,exp:0710c9d816554199a4d8d4b1bbee2684,890.5,895.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:5b3acf9112b34a76a8d7db7e85686abc,exp:0710c9d816554199a4d8d4b1bbee2684,895.0,899.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:ba46b8838239459bae2b5a6956bcd05c,exp:0710c9d816554199a4d8d4b1bbee2684,735.5,749.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:3f3a176e59034fcfa4e24b08edf4c2cb,exp:0710c9d816554199a4d8d4b1bbee2684,759.5,767.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:65650d78cca148cb87a00893732179a2,exp:0710c9d816554199a4d8d4b1bbee2684,899.5,904.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:d2a219dea14b468d89d8c8f628a59fe3,exp:0710c9d816554199a4d8d4b1bbee2684,904.5,910.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:a23eb1ea5cfd4ccc94dfafac3ba94826,exp:0710c9d816554199a4d8d4b1bbee2684,915.5,924.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:fee8d5fc62da42e4832763845794477b,exp:0710c9d816554199a4d8d4b1bbee2684,749.0,762.5,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:f5e3976feadc4eafae2d952ef191ecf1,exp:0710c9d816554199a4d8d4b1bbee2684,767.5,768.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:68f5370e377d4b0fbf572381ac72442c,exp:0710c9d816554199a4d8d4b1bbee2684,768.5,774.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:3e607961fff241b796af8b7820370686,exp:0710c9d816554199a4d8d4b1bbee2684,774.5,783.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:a071a4998b4a46f1a431300c3249a37d,exp:0710c9d816554199a4d8d4b1bbee2684,783.5,785.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:69565741b55d462e91215430106646f8,exp:0710c9d816554199a4d8d4b1bbee2684,762.5,764.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:7124d570438a4ae2acdac3c10e02101b,exp:0710c9d816554199a4d8d4b1bbee2684,924.5,929.5,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:85d08914a199413484e96219878feacb,exp:0710c9d816554199a4d8d4b1bbee2684,929.5,931.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:fef0578191c448d8b2a860e6efb81020,exp:0710c9d816554199a4d8d4b1bbee2684,764.5,776.5,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:cebd6bd11a4042f5bf410164fa1de739,exp:0710c9d816554199a4d8d4b1bbee2684,785.5,792.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:5a85484fb5924b23b6e9933eb9720651,exp:0710c9d816554199a4d8d4b1bbee2684,792.5,795.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:dd92384247044432aad322c6961e5085,exp:0710c9d816554199a4d8d4b1bbee2684,795.5,796.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:f153de64fa574a46a679480983d81cde,exp:0710c9d816554199a4d8d4b1bbee2684,796.5,802.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:5b024c9a41074e4e8d6f1c8cf66a80db,exp:0710c9d816554199a4d8d4b1bbee2684,802.5,807.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:6d1db65c26844aeda4190b2abd91f41e,exp:0710c9d816554199a4d8d4b1bbee2684,807.5,814.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:bd5ca779f7a7482bb2d4fd26877557a8,exp:0710c9d816554199a4d8d4b1bbee2684,814.5,823.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:7c1fafecc6234a6fa514f8e65c60de3d,exp:0710c9d816554199a4d8d4b1bbee2684,823.5,825.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:b179781ed0b043329b74645784290f32,exp:0710c9d816554199a4d8d4b1bbee2684,931.0,933.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tm:dc06489ca17741c79ca1824d323cc973,exp:0710c9d816554199a4d8d4b1bbee2684,844.0,849.0,mr:72172995a7e24ac0a8a1cff36c156a08
tm:461132dd523c4236889b2a7ba4caecce,exp:0710c9d816554199a4d8d4b1bbee2684,910.5,915.5,mr:72172995a7e24ac0a8a1cff36c156a08
tm:18d07e19da2a42ed9de98c05ba4cbd66,exp:0710c9d816554199a4d8d4b1bbee2684,776.5,781.5,mr:d96af47df92c4ef796cdc49957b89ba3
tm:ecd1c0c024264142b72654ff304e96df,exp:0710c9d816554199a4d8d4b1bbee2684,670.0,675.0,mr:d96af47df92c4ef796cdc49957b89ba3
tm:d9de60738beb425fbfc772e6760589fe,exp:0710c9d816554199a4d8d4b1bbee2684,754.5,759.5,mr:d96af47df92c4ef796cdc49957b89ba3
tf:ac1fca4ac07d45b98cf6171f6cc3c795,exp:0710c9d816554199a4d8d4b1bbee2684,817.0,826.0,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:4560f45262324fac846429ae3ab1d962,exp:0710c9d816554199a4d8d4b1bbee2684,832.0,833.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:01e66f309f3e4ac59b704fcf57706652,exp:0710c9d816554199a4d8d4b1bbee2684,833.0,840.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:deb29fddec594bcabfed5494c9ba963a,exp:0710c9d816554199a4d8d4b1bbee2684,840.0,848.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:fb732cb3449a4c36b22bbb565691888b,exp:0710c9d816554199a4d8d4b1bbee2684,933.0,940.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:90d846d750c044d68ffc5992318820c3,exp:0710c9d816554199a4d8d4b1bbee2684,940.0,952.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:b15c78130c304778b1751417d552dca8,exp:0710c9d816554199a4d8d4b1bbee2684,837.0,838.5,ma:7c137271f4c644afb93f0f1d62ea8e72
tf:d1db4ac1dbb64005a9f6e923d78fe563,exp:0710c9d816554199a4d8d4b1bbee2684,848.0,854.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:533590ca7a844d16bd02c906ab3c7e2b,exp:0710c9d816554199a4d8d4b1bbee2684,854.0,862.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:4ee60b2cf2db4d7db8dfbfadfccc32be,exp:0710c9d816554199a4d8d4b1bbee2684,862.0,866.0,ma:a7180ffd57bb4982af2092b62224ffc2
tf:45a9762a6f06418ab02b76f3fc2fe002,exp:0710c9d816554199a4d8d4b1bbee2684,888.5,894.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:0a8746c87e3b4d5f87ad262bb74127bd,exp:0710c9d816554199a4d8d4b1bbee2684,894.5,898.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:1d6105b071c14dde8d6b304dbc4dde32,exp:0710c9d816554199a4d8d4b1bbee2684,898.5,901.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:b65d6e227ce44b6eb5c816eb22d2e55a,exp:0710c9d816554199a4d8d4b1bbee2684,901.5,903.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:02e9240f5ab7426e8671bc25d033d27d,exp:0710c9d816554199a4d8d4b1bbee2684,924.5,925.5,ma:a7180ffd57bb4982af2092b62224ffc2
tf:c24e71c159394f93abf2fe528edd04f5,exp:0710c9d816554199a4d8d4b1bbee2684,952.0,957.0,ma:2162cf57ed0944b79a0cd2e9f412dda5
tf:f41a467960694e459f951a8df608ebda,exp:2847cab97ebf4dfa9d223d124abe1064,213.0,220.0,ma:167cfcb321d14165b62d3c090e836776
tf:51bef4cf037042a0ac293f51fd107b77,exp:2847cab97ebf4dfa9d223d124abe1064,220.0,223.0,ma:376a2ebf0a8348fb8a4dd2498f5f6766
tf:7b78d0fde9fd4e4688573a0c79e45968,exp:2847cab97ebf4dfa9d223d124abe1064,223.0,228.0,ma:167cfcb321d14165b62d3c090e836776
tf:3775b98247364bf69194c98384b30709,exp:2847cab97ebf4dfa9d223d124abe1064,228.0,229.0,ma:376a2ebf0a8348fb8a4dd2498f5f6766
tf:f7fdf2029b7e4317bbde8b2160c1f0e3,exp:2847cab97ebf4dfa9d223d124abe1064,229.0,230.0,ma:376a2ebf0a8348fb8a4dd2498f5f6766
tf:7fc8aba4422f40f58e027cb267a16fe1,exp:2847cab97ebf4dfa9d223d124abe1064,230.0,238.0,ma:167cfcb321d14165b62d3c090e836776
tf:8a9b14996a764f68a944ec82b6d1def8,exp:2847cab97ebf4dfa9d223d124abe1064,238.0,242.0,ma:376a2ebf0a8348fb8a4dd2498f5f6766
tf:3bfbab7341a14ec0b70b5be77e62ba8f,exp:2847cab97ebf4dfa9d223d124abe1064,242.0,251.0,ma:167cfcb321d14165b62d3c090e836776
tf:cb1da3271ea34d15a8aa4755118125ca,exp:2847cab97ebf4dfa9d223d124abe1064,242.0,246.0,ma:376a2ebf0a8348fb8a4dd2498f5f6766
